keserű,katkeraa,πικρό,горько,bitter,amargado,amaro,amer,searbh,chwerw,bitter,苦,cay đắng,苦い,쓴 맛,ขม,pahit,acı,مرير,מריר,uchungu,कड़वा
édes,makea,γλυκό,мило,süß,dulce,dolce,doux,milis,melysach,sweet,甜,thật ngọt ngào,甘い,달콤합니다,หวาน,manis,tatlı,لطيف,מתוק,tamu,मीठी
savanyú,hapan,ξινό,кислый,sauer,agrio,acido,aigre,géar,sur,sour,酸,chua,酸っぱい,신맛이납니다,เปรี้ยว,asam,ekşi,حامض,חמוץ,tamu,खट्टा
sós,suolaista,αλμυρό,солено,salzig,salado,salato,salé,goirt,hallt,salty,鹹,mặn,塩っぱい,그것은 짠다,เค็ม,asin,tuzlu,مالح,מלוח,chumvi,नमकीन
csípős,mausteinen,πικάντικο,острый,scharf,picante,piccante,épicé,spíosach,sbeislyd,spicy,辣,cay,辛い,매운 맛,เผ็ด,pedas,baharatlı,حار,חריף,manukato,मसालेदार
üresen,tyhjä,άδειο,пусто,leer,esta vacio,vuoto,vide,folamh,wacoch,empty,空,trống rỗng,空いている,비어 있습니다,ว่างเปล่า,kosong,boş,فارغ,ריק,tupu,खाली
teljes,täynnä,γεμάτο,она полна,voll,lleno,pieno,plein,lán,phanner,full,滿,đầy đủ,一杯,가득 차 있습니다,เต็ม,penuh,dolu,انه ممتلىء,מלא,imejaa,पूरा
törve,rikki,σπασμένο,сломано,kaputt,roto,rotto,cassée,briste,toredig,broken,破,bị hỏng,壊れている,고장났어,แตก,rusak,kırık,مكسور,שבור,imevunjika,टूटा
teljessé,valmis,πλήρες,завершено,vollständig,completo,completo,complet,críochnaithe,chwblheir,complete,完整,được hoàn thành,完全,완료되었습니다,สมบูรณ์,lengkap,tamamlandı,انه كامل,שלם,imekamilika,पूरा
halottak,kuollut,νεκρό,мертв,tot,muerto,morto,mort,marbh,meirus,dead,死,đã chết,死んでいる,죽었다,ตายแล้ว,sudah mati,öldü,ميت,מת,imekufa,मुर्दे
él,elossa,ζωντανός,живой,leben,viva,vivo,vivant,beo,fyw,alive,活,còn sống,生きている,살아 있는,มีชีวิตอยู่,hidup,canlı,حي,בחיים,hai,जिंदा
bonyolult,vaikeaa,δύσκολο,трудно,schwierig,difícil,difficile,difficile,deacair,anodd,difficult,難,khó khăn,難しい,가 어렵다,ยาก,sulit,zor,إنها صعبة,קשה,ngumu,मुश्किल
könnyű,helppoa,εύκολο,легко,leicht,fácil,facile,facile,éasca,haws,easy,容易,rất dễ dàng,易い,쉽습니다,เรื่องง่าย,mudah,kolay,إنها سهلة,קל,rahisi,आसान
érzelem,tunne,συναισθημα,эмоция,emotion,emoción,emozione,émotion,mothúchán,emosiynau,emotion,情感,cảm xúc,感情,감정,อารมณ์,emosi,duygu,المشاعر,רֶגֶשׁ,hisia,जज्बात
bús,surullista,λυπηρό,печально,traurig,triste,triste,triste,brónach,trist,sad,悲傷,thật là buồn,悲しい,슬프다,เศร้า,sedih,üzücü,أنه لأمر محزن,עצוב,inasikitisha,उदास
boldog,onnellinen,χαρούμενο,счастлива,glücklich,feliz,felice,joyeux,sásta,hapusaf,happy,開心,hạnh phúc,楽しい,행복합니다,มีความสุข,senang,mutlu,هو سعيد,שמח,furaha,प्रसन्न
izgatott,innoissaan,ενθουσιασμένος,взволнованный,aufgeregt,entusiasmado,eccitato,excité,bí sceitimíní ar,gyffrous,excited,興奮,hào hứng,興奮する,흥분한,ตื่นเต้น,bersemangat,heyecanlı,متحمس,נִרגָשׁ,inafurahishwa,उत्साहित
ideges,hermostunut,νευρικός,нервный,nervös,nervioso,nervoso,nerveux,néarógach,nerfus,nervous,緊張,lo lắng,緊張する,불안한,ประหม่า,grogi,gergin,متوتر,עַצבָּנִי,neva,बेचैन
felháborodott,inhoa,αηδιασμένο,противно,angewidert,disgustado,disgustato,dégoûté,déistineach,ffiaidd,disgusted,惡心,ghê tởm,気持ち悪い,혐오감이 있습니다,น่ารังเกียจ,jijik,tiksinti,أمر مثير للاشمئزاز,נגעל,inachukizwa,निराश
meglepve,yllättynyt,έκπληκτος,удивлено,überrascht,se sorprende,sorpreso,surpris,bí ionadh ar,suro,surprised,驚訝,ngạc nhiên,驚いている,놀랐습니다,ประหลาดใจ,terkejut,şaşırdı,فوجئ,מופתע,inashangaa,चकित
szégyellem,häpeä,ντρέπεται,стыдно,schäme sich,se avergüenza,si vergogna,embarassé,bí náire ar,gywilyddiant,ashamed,尷尬,xấu hổ,恥ずかしい,부끄럽습니다,ละอายใจ,malu,utanıyor,يخجل,מתבייש,aibu,शर्म
mérges,vihainen,θυμωμένο,злится,wütend,enojado,arrabbiato,en colère,feargach,ngwyllt,angry,憤怒,thật tức giận,怒っている,화가 난다,โกรธ,marah,kızgın,غاضب,כועס,hasira,एंग्री
irigy,mustasukkainen,ζηλιάρης,ревнивый,eifersüchtig,celoso,geloso,jaloux,éadmhar,cenfigennus,jealous,嫉妒,ghen tị,嫉妬する,질투하는,อิจฉา,cemburu,kıskanç,غيور,קַנָאִי,wivu,ईर्ष्या
kíváncsi,utelias,περίεργος,любопытный,neugierig,curioso,curioso,curieuse,fiosrach,chwilfrydig,curious,好奇,tò mò,物好き,궁금한,อยากรู้,penasaran,meraklı,فضولي,סקרן,curious,जिज्ञासु
vicces,hauskaa,αστείο,смешно,lustig,gracioso,buffo,drôle,greannmhar,nigrif,funny,好笑,buồn cười,ウケる,재밌습니다,ตลก,lucu,eğlenceli,انه مضحك,מצחיק,kuchekesha,मजेदार
érdekes,kiinnostavaa,ενδιαφέρον,интересно,interessant,interesante,interessante,intéressant,suimiúil,diddorol,interesting,有趣,thú vị,面白い,흥미 롭습니다,น่าสนใจ,menarik,ilginç,مثير للاهتمام,מעניין,inavutia,दिलचस्प
unalmas,tylsä,βαρετό,скучный,langweilig,aburrido,noioso,ennuyeux,leadránach,ddiflas,boring,無聊,nhạt nhẽo,つまらない,지루한,น่าเบื่อ,membosankan,sıkıcı,ممل,מְשַׁעֲמֵם,boring,उबाऊ
furcsa,outoa,ειναι παραξενο,странно,seltsam,extraño,strano,étrange,aisteach,ryfedd,strange,奇怪,lạ,おかしい,그것은 이상해,แปลกประหลาด,aneh,garip,هذا غريب,מוזר,kushangaza,अजीब
hétköznapi,tavallista,συνηθισμένο,обычное,gewöhnlich,ordinario,ordinario,ordinaire,gnáth,gyffredin,ordinary,正常,bình thường,普通,평범합니다,เรื่องธรรมดา,biasa,sıradan,عادي,רגיל,kawaida,साधारण
gyakori,yleistä,σύνηθες,обычно,üblich,común,comune,courant,coitianta,gyffredin,common,常見,phổ biến,一般,일반적입니다,เรื่องธรรมดา,umum,bilinir,أنه شائع,נפוץ,kawaida,आम
ritka,harvinaista,σπάνιο,редкость,selten,extraño,raro,rare,annamh,prin,rare,稀有,hiếm,珍しい,드물다,หายาก,langka,nadirdir,فمن النادر,נדיר,nadra,विरल
híresség,kuuluisa,διάσημο,знаменито,berühmt,famoso,famoso,célèbre,cáiliúil,enwog,famous,出名,nổi tiếng,有名,유명합니다,มีชื่อเสียง,terkenal,ünlüdür,مشهور,מפורסם,maarufu,प्रसिद्ध
gyönyörű,kaunis,όμορφο,красиво,schön,hermoso,bella,beau,álainn,harddaf,beautiful,美麗,thật đẹp,美しい,그것은 아름다운,สิ่งที่สวยงาม,indah,güzel,انه جميل,יפה,nzuri,खूबसूरत
csúf,ruma,άσχημο,уродливо,hässlich,feo,brutto,moche,gránna,hyll,ugly,醜陋,xấu xí,醜い,추악합니다,น่าเกลียด,jelek,çirkin,قبيح,מכוער,mbaya,भद्दा
bűnös,syyllinen,ένοχος,виновный,schuldig,culpable,colpevole,coupable,ciontach,euog,guilty,有罪,tội lỗi,有罪,죄책감이 드는,รู้สึกผิด,bersalah,suçlu,مذنب,אָשֵׁם,hatia,अपराधी
ártatlanok,viaton,αθώος,невиновный,unschuldig,inocente,innocente,innocent,neamhchiontach,niniwed,innocent,清白,vô tội,無罪,순결한,ผู้บริสุทธิ์,tidak bersalah,masum,بريىء,חף מפשע,wasio na hatia,निर्दोष
biztonság,turvallinen,ασφαλές,безопасно,sicher,seguro,sicuro,sauf,sábháilte,diogel,safe,安全,an toàn rồi,安全,그것은 안전하다,มีความปลอดภัย,aman,güvenli,آمن,בטוח,salama,सुरक्षित
veszélyes,vaarallista,επικίνδυνο,опасно,gefährlich,peligroso,pericoloso,dangereux,contúirteach,beryglus,dangerous,危險,nguy hiểm,危険,위험 해요,อันตราย,berbahaya,tehlikeli,أنه أمر خطير,מסוכן,hatari,खतरनाक
fontos,tärkeä,σπουδαίος,важный,wichtig,importante,importante,important,tábhachtach,bwysig,important,重要,quan trọng,重要,중요한,สำคัญ,penting,önemli,مهم,חָשׁוּב,muhimu,महत्वपूर्ण
beteg,potilas,υπομονετικος,пациент,geduldig,paciente,paziente,patient,foighneach,claf,patient,耐心,kiên nhẫn,根気強い,인내심 있는,อดทน,sabar,hasta,مريض,סבלני,mgonjwa,रोगी
bátor,urhea,γενναίος,храбрый,mutig,corajudo,coraggioso,courageux,cróga,ddewr,brave,勇敢,can đảm,勇ましい,용감한,กล้าหาญ,berani,cesur,شجاع,אַמִיץ,jasiri,वीर
félénk,arka,συνεσταλμένος,робкий,schüchtern,tímido,timido,timide,eaglach,mysgota,timid,膽小,nhút nhát,びびっている,소심한,ขี้ขลาด,pemalu,ürkek,خجول,נחבא אל הכלים,odid,डरपोक
átlátható,läpinäkyvä,διαφανής,прозрачный,transparent,transparente,trasparente,transparent,trédhearcach,tryloyw,transparent,透明,trong suốt,透明,투명한,โปร่งใส,transparan,şeffaf,شفاف,שָׁקוּף,uwazi,पारदर्शी
pozitív,positiivinen,θετικός,положительный,positiv,positivo,positivo,positif,dearfach,cadarnhaol,positive,積極,tích cực,積極,긍정적인,เชิงบวก,positif,pozitif,إيجابي,חִיוּבִי,chanya,धनात्मक
negatív,kielteinen,αρνητικός,отрицательный,negativ,negativo,negativo,négatif,diúltach,negyddol,negative,消極,tiêu cực,消極,부정적인,เชิงลบ,negatif,olumsuz,سلبي,שלילי,hasi,ऋणात्मक
függetlenek,riippumaton,ανεξάρτητος,независимый,unabhängig,independiente,indipendente,indépendant,neamhspleách,annibynnol,independent,獨立,độc lập,独立,독립적인,เป็นอิสระ,mandiri,bağımsız,مستقل,עצמאי,huru,स्वतंत्र
függő,riippuvainen,εξαρτώμενος,зависимый,abhängig,dependiente,dipendente,dépendant,spleách,dibynnol,dependent,依賴,sự phụ thuộc,依存,매달린,ขึ้นอยู่กับ,bergantung,bağımlı,متكل,תלוי,tegemezi,निर्भर
meztelen,alasti,γυμνός,голый,nackt,desnudo,nudo,nu,nocht,noethed,naked,裸體,khỏa thân,裸,적나라한,เปลือยกาย,telanjang,çıplak,عارية,עֵירוֹם,uchi,नग्न
puszta,paljas,γυμνός,голый,kahl,desnudo,spoglio,nu,lom,noethaf,bare,光禿禿,trần,禿げっている,없는,เปลือย,telanjang,çıplak,عارية,חָשׂוּף,wazi,bare
ismerős,tuttu,οικείος,привычный,vertraut,familiar,familiare,familier,aithnidiúil,cyfarwydd,familiar,熟悉,thân thuộc,馴染み深い,친숙한,คุ้นเคย,akrab,aşina,مألوف,מוּכָּר,kawaida,परिचित
furcsa,outo,παράξενος,странный,seltsam,extraño,strano,étrange,coimhthíoch,ryfedd,strange,陌生,lạ lùng,見知らぬ,이상한,แปลก,aneh,garip,غريب,מוּזָר,ajabu,अजीब
véletlen,satunnainen,τυχαίος,случайный,willkürlich,aleatorio,casuale,aléatoire,randamach,hap,random,隨機,ngẫu nhiên,ランダム,무작위의,แบบสุ่ม,acak,rastgele,عشوائي,אַקרַאִי,bila mpangilio,यादृच्छिक
istálló,vakaa,σταθερός,стабильный,stabil,estable,stabile,écurie,seasmhach,sefydlog,stable,穩定,ổn định,安定,안정적인,มั่นคง,stabil,stabil,مستقر,יַצִיב,thabiti,स्थिर
következetes,johdonmukainen,σταθερός,последовательный,konsistent,coherente,coerente,cohérent,comhsheasmhach,gyson,consistent,一貫,nhất quán,一貫している,일관된,สม่ำเสมอ,konsisten,tutarlı,ثابت,עִקבִי,thabiti,सतत
önkényes,mielivaltainen,αυθαίρετος,произвольный,willkürlich,arbitrario,arbitrario,arbitraire,treallach,mympwyol,arbitrary,任意,bất kỳ,勝手,임의,โดยพลการ,sewenang -wenang,keyfi,اِعتِباطِيّ,שרירותי,ya kiholela,मनमानी
bizonyos,tietty,βέβαιος,определенный,bestimmt,cierto,certo,certain,áirithe,sicraf,certain,肯定,chắc chắn,確定,확실한,แน่ใจ,yakin,kesin,تأكيد,מסוים,fulani,निश्चित
hozzávetőlegesen,lähentää,κατά προσέγγιση,приблизительно,ungefähr,aproximado,approssimativo,approximatif,gar,iau,approximate,近似,gần đúng,近似,근사치를 내다,ประมาณ,perkiraan,yaklaşık,تقريبي,לְהִתְקַרֵב,takriban,सन्निकट
precíz,tarkka,ακριβής,точный,präzise,preciso,preciso,précis,beacht,fanwl gywir,precise,精確,chính xác,精確,정밀한,แม่นยำ,tepat,kesin,دقيق,מְדוּיָק,sahihi,एकदम सही
furcsa,outo,περιττός,странный,seltsam,extraño,strano,impair,corr,rhyfedd,odd,奇,số lẻ,奇数,이상한,แปลก,aneh,garip,غريب,מוזר,isiyo ya kawaida,विषम
még,jopa,ακόμη και,даже,selbst,incluso,anche,même,cothrom,hyd yn oed,even,偶,thậm chí,偶数,심지어,สม่ำเสมอ,bahkan,eşit,حتى,אֲפִילוּ,hata,भी
szingli,yksittäinen,μονόκλινο,одинокий,einzel,soltero,separare,seul,amháin,sengl,single,單,đơn,単,하나의,เดี่ยว,lajang,bekar,أعزب,יחיד,moja,सिंगल
duplán,kaksinkertainen,διπλό,двойной,doppelt,doble,doppio,double,dúbailte,dyblwch,double,雙,gấp đôi,双,더블,สองเท่า,dobel,çift,مزدوج,לְהַכפִּיל,mara mbili,दोगुना
jó,hyvää,καλό,хорошо,gut,bueno,buono,bon,maith,da,good,好,tốt,良い,좋습니다,ดี,baik,iyi,انه جيد,טוב,nzuri,शुभ
rossz,huono,ειναι κακο,плохо,schlecht,malo,cattivo,mauvais,dona,bam,bad,壞,điều đó thật tồi tệ,悪い,나쁘다,ไม่ดี,buruk,kötü,سيء,רע,mbaya,ख़राब
korrekt,oikein,σωστό,верно,richtig,correcto,corretto,correct,ceart,gywirer,correct,正確,đung vậy,正しい,맞습니다,ถูกต้อง,benar,doğru,هذا صحيح,נכון,sahihi,सही
helytelen,väärin,λάθος,неверно,falsch,mal,sbagliato,faux,mícheart,anweddus,wrong,錯誤,sai,誤っている,틀렸어,ผิด,salah,yanlış,انه خطأ,לא נכון,makosa,ग़लत
igazi,totta,αλήθεια,правда,stimmt,verdad,vero,vrai,fíor,gwir,TRUE,真實,đúng rồi,真,그건 진실이야,ความจริง,benar,doğru,هذا صحيح,נכון,kweli,सच्चा
hamis,väärä,ψευδές,ложное,ist falsch,falso,falso,faux,bréagach,anwir,FALSE,虛假,sai rồi,偽,거짓입니다,เท็จ,salah,yanlış,انها كاذبة,שגוי,uwongo,गलत
új,uusi,ειναι καινουργιο,новое,neu,nuevo,nuovo,nouveau,nua,newydd,new,新,cai nay moi,新しい,새로운 것입니다,ใหม่,baru,yeni,جديد,חדש,mpya,नई
régiek,vanha,παλιό,старое,alt,viejo,vecchio,vieux,sean,hŷn,old,舊,cũ,古い,오래되었습니다,เก่า,sudah tua,eski,انه قديم,זקן,zamani,बूढ़ा
régiek,vanha,παλιό,старое,alt,viejo,vecchio,vieux,sean,hŷn,old,老,cũ,老いている,오래되었습니다,เก่า,sudah tua,eski,انه قديم,זקן,zamani,बूढ़ा
fiatalos,nuori,νέος,молодо,jung,joven,giovane,jeune,óg,ifanc,young,年輕,trẻ,若い,젊습니다,ยังเด็ก,muda,genç,شاب,צעיר,mchanga,यंग
erősek,vahva,δυνατό,сильное,stark,fuerte,forte,fort,láidir,chryfaf,strong,強,mạnh,強い,강하다,แข็งแกร่ง,kuat,güçlü,انه قوي,חזק,nguvu,दमदार
gyengék,heikko,αδύναμο,слаб,schwach,débil,debole,faible,lag,gwanach,weak,弱,yếu,弱い,약합니다,อ่อนแอ,lemah,zayıf,ضعيف,חלש,dhaifu,कमजोर
betegek,sairas,άρρωστο,больно,krank,enfermo,malato,malade,tinn,sâl,sick,病,bị bệnh,病んでいる,아프다,ป่วย,sakit,hasta,انه مريض,חולה,mgonjwa,बीमार
egészséges,terveellistä,υγιές,полезно,gesund,saludable,salutare,sain,sláintiúil,iach,healthy,健康,lành mạnh,健やか,건강합니다,มีสุขภาพดี,menyehatkan,sağlıklı,صحي,בריא,afya,स्वस्थ
ugyanaz,sama,το ίδιο,то же самое,das ist gleich,lo mismo,lstesso,pareil,céanna,yr un peth,same,同,giống nhau,同じ,동일합니다,เหมือนกัน,sama,aynı,هذا هو نفسه,אותו הדבר,sawa,वही
egyenlő,yhtä suuri,ίσος,равный,gleich,igual,pari,égal,céanna,gyfartal,equal,平等,bình đẳng,同等,동일한,เท่ากัน,setara,eşit,متساوي,שווה,sawa,बराबर
igazságos,kohtuullinen,έκθεση,справедливый,gerecht,justo,giusto,équitable,cothrom,nheg,fair,公平,hội chợ,公平,공정한,ยุติธรรม,adil,adil,عدل,יריד,haki,मेला
eltérő,erilainen,διαφορετικό,отличается,anders,diferente,diverso,différent,difriúil,gwahanol,different,異,khác nhau,異なっている,다릅니다,แตกต่างกัน,berbeda,farklı,انه مختلف,שונה,tofauti,अलग
gyors,nopea,ειναι γρηγορο,быстро,schnell,rápido,veloce,rapide,tapa,ymprydion,fast,快,nhanh,速い,빠릅니다,เร็ว,cepat,hızlı,انه سريع,מהר,haraka,तेज़
lassan,hidasta,αργή,медленно,langsam,lento,lento,lent,mall,arafwch,slow,慢,chậm,遅い,느린다,ช้า,lambat,yavaş,بطيء,איטי,polepole,slow
korai,on aikaista,νωρίς,рано,früh,temprano,presto,tôt,luath,gynnar,early,早,sớm,早い,일찍 다,เร็ว,awal,erken,إن الوقت مبكر,מוקדם,mapema,जल्दी
késve,on myöhä,αργά,поздно,spät,tarde,tardi,tard,déanach,hwyr,late,晚,muộn,遅い,늦었다,สาย,sudah terlambat,geç oldu,متأخر,מאוחר,imechelewa,लेट
clean,puhdas,καθαρά,чисто,sauber,limpio,pulito,net,glan,glanhaom,clean,幹凈,sạch sẽ,きれい,깨끗합니다,สะอาด,bersih,temiz,نظيف,נקי,safi,साफ
kosz,likainen,βρώμικο,грязно,schmutzig,sucio,sporco,sale,salach,trochi,dirty,骯臟,bẩn,汚い,더럽습니다,สกปรก,kotor,kirli,قذر,מלוכלך,chafu,गंदा
friss,tuoretta,φρέσκο,свежее,frisch,fresco,fresco,frais,úr,ffalaf,fresh,新鮮,tươi,新鮮,신선합니다,สด,segar,taze,جديد,טרי,safi,भैस
rohadt,mätä,σάπιο,гнило,faul,podrido,marcio,pourri,lofa,pwdr,rotten,腐爛,bị thối,腐っている,썩었다,เน่าเสีย,busuk,çürük,فاسد,רקוב,imeoza,सड़े
ötletes,fiksu,έξυπνο,умно,klug,inteligente,intelligente,intelligent,cliste,glyfar,clever,聰明,thông minh,賢い,영리합니다,ฉลาด,pintar,zeki,ذكي,חכם,busara,चतुर
hülye,tyhmää,ηλίθιο,глупо,dumm,estúpido,stupido,stupide,amaideach,dwp,stupid,愚蠢,ngu ngốc,愚かしい,그것은 바보입니다,โง่,bodoh,aptal,غبي,טיפש,mjinga,बेवकूफ
drága,kallis,ακριβό,дорого,teuer,caro,costoso,coûteux,daor,drud,expensive,昂貴,đắt,高い,비쌉니다,แพง,mahal,pahalı,انه غالي,יקר,ghali,महंगी
olcsó,halpa,φθηνό,дешево,billig,barato,economico,bon marché,saor,rhad,cheap,便宜,rẻ,安い,싸다,ถูก,murah,ucuz,رخيص,זול,nafuu,सस्ती
szegények,huono,φτωχό,плохо,arm,pobre,scarso,pauvre,bocht,druanaf,poor,貧窮,nghèo,貧しい,가난합니다,แย่,buruk,fakir,فقير,עני,maskini,ग़रीब
rich,rikas,πλούσιο,богато,reich,rico,ricco,riche,saibhir,fras,rich,富有,giàu có,豊か,그것은 부자입니다,รวย,kaya,zengin,غني,עשיר,tajiri,समृद्ध
elfoglalt,kiireinen,απασχολημένο,занято,beschäftigt,esta ocupado,occupato,occupé,gnóthach,prysur,busy,忙,bận rộn,忙しい,바쁘다,ยุ่ง,sibuk,meşgul,مشغول,עמוס,busy,व्यस्त
tétlen,tyhjäkäynnillä,αδρανής,холостое,untätig,inactivo,inattivo,inactif,díomhaoin,diog,idle,空閑,nhàn rỗi,暇,유휴 상태입니다,ไม่ได้ใช้งาน,menganggur,boşta,خمول,סרק,wavivu,निष्क्रिय
zsúfolt,täynnä,γεμάτο,многолюдно,voll,lleno,affollato,bondé,plódaithe,orlawn,crowded,擁擠,rất đông,混雑,혼잡합니다,แออัด,ramai,kalabalık,أنها مزدحمة,צפוף,imejaa,भीड़
hangos,meluisa,θορυβώδες,шумно,laut,ruidosa,rumoroso,bruyant,callánach,swnllyd,noisy,吵鬧,ồn ào,騒がしい,시끄 럽습니다,มีเสียงดัง,berisik,gürültülü,صاخب,רועש,kelele,कोलाहलयुक्त
csendes,on hiljaista,ησυχία,тихо,ruhig,esta tranquilo,calmo,calme,ciúin,thawelach,quiet,安靜,yên tĩnh,静か,조용합니다,เงียบ,tenang,sessiz,هادئ,שקט,kimya,शांत
csendes,hiljaa,σιωπηλό,молчит,schweigend,silencioso,silenzioso,silencieux,ciúin,distawed,silent,寂靜,im lặng,静寂,침묵합니다,เงียบ,sunyi,sessiz,صامت,שותק,kimya,मूक
siket,kuuro,κωφός,глухое,taub,sordo,sordo,sourde,bodhar,byddar,deaf,聾,điếc,聾,귀머거리입니다,คนหูหนวก,tuli,sağır,صم,חירש,kiziwi,बहरा
néma,tyhmä,χαζή,глупо,dumm,tonto,stupido,stupide,balbh,mudo,dumb,啞,ngu ngốc,唖,바보입니다,ใบ้,bodoh,aptal,غبي,מטומטם,bubu,गूंगा
vakok,sokea,τυφλό,слеп,blind,ciego,cieco,aveugle,dall,dall,blind,盲,bị mù,盲,맹인입니다,คนตาบอด,buta,kör,أعمى,עיוור,kipofu,अँधा
éhes,nälkäinen,πεινασμένο,голодно,hungrig,tiene hambre,affamato,avoir faim,bí ocras ar,llwglyd,hungry,饑餓,đói,飢えている,배가 고프다,หิว,lapar,aç,جائع - إنها جائعة,הוא רעב,njaa,भूखी
szomjas,janoinen,διψασμένος,жаждат,durstig,sed,sete,soif,bí tart ar,syched,thirsty,口渴,khát,渇いている,목이마다,กระหายน้ำ,haus,susamış,عطشان,צמא,kiu,प्यासे
fáradt,väsynyt,κουρασμένος,устало,müde,cansado,stanco,fatigué,tuirseach,brin,tired,疲勞,mệt mỏi,疲れている,피곤합니다,เหนื่อย,lelah,yorgun,متعب,עייף,imechoka,थकान
lusta,laiska,τεμπέλης,лениво,faul,perezoso,pigro,paresseux,leisciúil,diog,lazy,懶惰,lười biếng,怠けている,게으르다,ขี้เกียจ,malas,tembel,كسول,עצלן,wavivu,आलसी
szorgalmas,ahkera,επιμελής,усердно,fleißig,diligente,diligente,diligent,díograiseach,ddiwyd,diligent,勤勞,siêng năng,勤勉,부지런합니다,ขยัน,rajin,gayretli,مجتهد,חרוץ,bidii,परिश्रमी
képes,kykenevä,ικανός,способный,fähig,capaz,capace,pouvoir,ábalta,fethu,able,有能力,có thể,出来ている,할 수 있는,สามารถ,mampu,yapabilmek,قادر,יכול,uwezo,समर्थ
szükséges,välttämätön,απαραίτητη,необходимо,notwendig,necesario,necessario,nécessaire,riachtanach,angenrheidiol,necessary,必要,cần thiết,必要,필요한,จำเป็น,diperlukan,gerekli,من الضروري,נחוץ,lazima,जरुरी
kötelezően,pakollinen,υποχρεωτικός,принудительный,verpflichtend,obligatorio,obbligatorio,obligatoire,éigeantach,orfodol,compulsory,強製,bắt buộc,義務,의무적 인,ภาคบังคับ,wajib,zorunlu,إلزامي,חובה,lazima,अनिवार्य
önkéntesen,vapaaehtoinen,εθελοντικώς,добровольный,freiwillig,voluntario,volontario,volontaire,deonach,wirfoddol,voluntary,自願,tình nguyện,自発的,자발적인,โดยสมัครใจ,sukarela,gönüllü,تطوعي,מִרָצוֹן,hiari,voluntary
elégedett,tyytyväinen,ικανοποιημένοι,довольный,zufrieden,satisfecho,soddisfatto,satisfait,sásta,fodlon,satisfied,滿意,thỏa mãn,満足している,만족하는,พอใจ,puas,memnun,راضي,שבע רצון,kuridhika,संतुष्ट
aszkéta,askeettinen,ασκητής,аскет,asket,ascético,ascetico,ascétique,diantréanach,asgetig,ascetic,禁欲,khổ hạnh,禁欲,고행자,นักพรต,pertapa,münzevi,الزهد,סַגְפָן,ascetic,तपस्वी
elnéző,hemmotteleva,επιεικής,снисходительный,nachsichtig,indulgente,indulgente,indulgent,bog,nigwyddus,indulgent,放縱,nuông chiều,贅沢,제멋대로 하게 하는,ตามใจ,sabar,anlayışlı,متساهل,וַתְרָנִי,kujiingiza,कृपालु
magány,yksinäinen,μοναχικός,одинокий,einsam,solitario,solitario,solitaire,uaigneach,unig,lonely,孤獨,cô đơn,寂しい,외로운,เหงา,kesepian,yalnız,وحيدا,בּוֹדֵד,upweke,निर्जन
hiányzó,poissa,απών,отсутствует,abwesend,ausente,assente,absent,as láthair,absenolet,absent,不在場,vắng mặt,不在,결석하다,ไม่มา,absen,mevcut olmayan,غائب,נֶעדָר,kutokuwepo,अनुपस्थित
jelen,läsnä,παρών,присутствует,anwesend,presente,presente,présent,i láthair,gyflwyno,present,在場,có mặt,立ち会っている,존재하다,อยู่,hadir,mevcut,حاضر,נוכח,kuwepo,उपस्थित
népszerűek,suosittu,δημοφιλής,популярный,beliebt,popular,popolare,populaire,móréilimh,boblogaidd,popular,受歡迎,phổ biến,人気,인기 있는,เป็นที่นิยม,populer,popüler,جمع,פופולרי,maarufu,लोकप्रिय
felelős,vastuullinen,υπεύθυνος,ответственный,verantwortlich,responsable,responsabile,responsable,freagrach,gyfrifol,responsible,負責任,chịu trách nhiệm,責任をとっている,책임이 있는,รับผิดชอบ,bertanggung jawab,sorumluluk sahibi,مسؤول,אחראי,kuwajibika,जिम्मेदार
súlyos,vakava,σοβαρός,серьезный,ernst,grave,grave,sérieuse,dáiríre,ddifrifol,serious,嚴肅,nghiêm túc,真面目,심각한,จริงจัง,serius,cidden,جدي,רְצִינִי,kubwa,गंभीर
formális,muodollinen,επίσημος,формальный,formell,formal,formale,officiel,foirmiúil,ffurfiol,formal,正式,chính thức,正式,공식적인,เป็นทางการ,resmi,resmi,رَسمِيّ,רִשְׁמִי,rasmi,औपचारिक
hétköznapi,rento,ανέμελος,повседневная,beiläufig,casual,casuale,décontractée,neamhfhoirmeálta,achlysurol,casual,隨意,bình thường,カジュアル,평상복,ไม่เป็นทางการ,kasual,gündelik,عارض,אַגָבִי,kawaida,कैज़ुअल
takarékos,säästäväinen,λιτός,экономный,sparsam,ahorrativo,parsimonioso,économe,tíosach,mwrw,thrifty,節儉,tiết kiệm,節倹,무성한,ประหยัด,hemat,tutumlu,مقتصد,חסכן,wawekevu,मितव्ययी
épeszű,täysijärkinen,υγιής,здравомыслящий,vernünftig,cuerdo,sano,sain,céillí,nghyncan,sane,健全,lành mạnh,健全,제정신,มีสติ,waras,aklı başında,عاقل,שָׁפוּי בְּדַעתוֹ,mwenye akili timamu,गुरूजी
ésszerű,rationaalinen,λογικός,рациональный,rational,racional,razionale,rationnel,réasúnach,rhesymol,rational,理智,hợp lý,理性,합리적인,มีเหตุผล,rasional,akılcı,معقول,רַצִיוֹנָלִי,mantiki,तर्कसंगत
