be,"légy, leszünk, lennie, lennék, leszel","oltava, Tulen, olemaan, pian, voisi","Μπορεί, μπορούσε, είστε, ναι, γίνει","стать, должно, будут, будем, будешь","sollte, könnte, wäre, müssen, werde","seas, Debe, estaría, estará, debería","saranno, dovrebbe, sarà, deve, sara","serai, serait, pourrait, soit, peut-être","be, 成為, 肯定, 沒事, 回來","ổn, ngay, tốt, chứ, không_thể","しれ, はず, 大丈夫, べ, すぐ","be, 겁니다, 될, 해야, 괜찮","คงจะ, ไม่เป็นไร, ควรจะ, เดี๋ยว, น่าจะ","segera, seharusnya, baik-baik, Mungkin, pasti","olmalısın, olacaksın, olmayacak, olacağım, olurdu",y,"נהיה, יהיו, אהיה, אמור, בטח",y
escape,y,y,"διαφυγή, απόδραση, διαφυγής, δραπετεύσεις, δραπετεύσουμε",y,y,"escapatoria, huida, escaparse, fuga, escape","evasione, evadere, sfuggire, antincendio, fuggire","évasion, évader, échapper, échappe, échappé",y,"thoát, trốn, lối_thoát, tẩu_thoát, đào","逃げ, 脱出, 逃亡, 逃れ, 逃が",y,y,"melarikan, kabur, pelarian, lolos, lepas","kaçışı, Kaçmasına, Kaçış, kaçamaz, Kaçmak",y,"להימלט, הבריחה, בריחה, להמלט, לבריחה","बच, भागने, बचने, भागा, भाग"
avoid,"elkerülni, elkerüljük, elkerülje, elkerüljem, elkerüld",y,y,y,y,y,y,y,y,y,"避け, 回避, 逃れ, 限り, 刑務","피하, 피할, 피해야, 피해, 막",y,y,y,y,y,"बचने, इतना, दरकिनार, इंकार, बचें"
focus,"koncentrálj, Koncentráljunk, koncentráljunk, fókuszálni, összpontosítani",y,"συγκεντρώσου, εστίαση, επικεντρωθούμε, συγκεντρωθείς, συγκεντρωθούμε","сосредоточиться, сфокусироваться, сосредоточься, сосредоточимся, Сосредоточься",y,y,"concentrarti, concentrarci, concentrarmi, concentrati, Concentriamoci","concentrer, concentre-toi, Concentrons-nous, Concentre-toi, concentre","集中, 專注, 專心, 注意力, 焦點",y,"集中, 焦点, 注目, 合わせ, 勉強","집중, 초점, 집중력, 촛, 점","โฟกัส, สมาธิ, ตั้งสติ, ตั้งใจ, มุ่ง",y,"odaklan, odaklanalım, odak, Odaklan, odaklanmalısın","التركيز, نركز, تركز, ركز, أركز",y,"ध्यान, केंद्रित, फोकस, हमारा, केन्द्रित"
bark,"ugatni, ugat, vau, ugass, ugatott",y,y,y,"bellen, Rinde, bellt, Bellen, Baumrinde",y,"corteccia, abbaiare, bau, abbaia, Bau",y,y,"sủa, vỏ, Chó, liễu, tuyệt_chiêu","吠え, 樹皮, 皮, 怒鳴, 吠えだ","껍질, *, 짖, 나무껍질, 딱정벌레",y,"menggonggong, kulit, menyalak, Bark, Kulit","kabuğu, havlar, havlama, Hav, Kabuk","لحاء, تنبح, النباح, اللحاء, ينبح","לנבוח, קליפת, נביחה, באק, רן",y
howl,"vonyítani, üvölteni, üvöltés, 290, üvöltést","ulvoa, ulvovat, ulvo, ulvontaa, ulvoo","ουρλιαχτό, ουρλιάζουν, ουρλιάζω, ουρλιάξεις, ουρλιάξουμε",y,y,y,y,y,"嚎叫, 咆哮, 呼嘯, 吼叫, 暴徒",y,"吠え, 大好き, 遠吠え, みんな, 向か","울부짖, 짖, howl, 달밤, 휘몰아치","หอน, เห่าหอน, โหยหวน, เบ, เบา",y,y,"عواء, تعوي, met, العواء, who",y,n
call,"visszahívlak, hívod, hívnom, Felhívom, hívjuk","Kutsun, kutsuvat, kutsu, kutsun, Soittakaa","αποκαλείς, αποκαλούν, τηλεφωνήσεις, τηλεφωνήσει, καλέσουμε","называю, звони, звать, позвоните, позвони","nenne, ruf, nennt, Anruf, Ruf","llámame, llamarlo, Llamaré, llames, llamarte","chiamami, chiamarla, chiamiamo, chiamarlo, richiamo","appellent, appellerai, appelez, appelles, rappeler","打給, call, 電話給, 打電話, 打個",y,"呼, 電話, 連絡, ぶ, び","전화, 부르, 연락, call, 불러",y,"menyebutnya, sebut, memanggilmu, memanggilnya, meneleponmu",y,"نتصل, المكالمة, يتصل, اتصال, تتصل","התקשרת, אקרא, תקרא, תתקשרי, קוראת",y
scream,y,"huudan, kirkua, huudon, kirkumaan, kiljua","ουρλιάξω, ουρλιάξεις, κραυγή, ουρλιάζεις, ουρλιάξει",y,y,"Gritaré, gritaré, grito, gritan, gritas",y,"cri, cries, crient, hurle, criez",y,y,"叫, 悲鳴, ぶ, 大声, 上げ","비명, 소리, 지르, 소리지르, 지를",y,y,"çığlık, Çığlık, çığlığı, çığlığını, bağırırım","سأصرخ, تصرخي, الصرخة, أصرخ, صرخة","לצרוח, אצרח, תצרחי, צעקה, הצעקה",y
chirp,"-Kérem, csip, csiripelnek, Cirp-cirp, ciripel","raaputus, lhastuttavat, Nukkui, tukki, Illat","λα-λα-λα, γρύλοι, κελαηδούν, Λέιζερ, κελαηδάει","птичка, чирикают, щебечут, чик-чирик-чирик, Воробьи",y,y,y,y,"啾, 聲, 睡覺, 唧唧, 學鳥",n,"いや, 鳴, ちゅっちゅっちゅっちゅっ, くださ, 、","자, 끽끽대, 잡음, 파키스탄, 도착","ตอนท้าย, จิ้งหรีด, เท็กซัส, ชั่วคราว, ผู้อื่น",y,"cik, Cik, zil, cıvıltısı, ötüyorlar","صو, تغريد, تزقزق, واثنين, وتطلب","ריפ, ציוץ, באז, שחרר, ירפ",n
crow,y,"varis, variksen, korppi, Varis, varista","κοράκι, κορακιού, κόρακα, κοράκια, Κοράκι","ворона, ворон, ворону, вороны, вороной",y,"cuervo, gallo, cuervos, canto, recta","corvo, corvi, zingaro, gallo, coffa","corbeau, corneille, corbeaux, cocorico, oie","烏鴉, 緙, 疩, 烏, 烏鴉會",y,"カラス, 直線, 自慢, 生息, 同盟","까마귀, 버팔로, 코요테, 떨, our","อีกา, crow, flies, straight, The",y,"karga, Karga, kargaya, Crow, kargası","الغراب, غراب, الغربان, كالغراب, تصيح","עורב, העורב, לעורב, קמטים, הקמטים",y
shout,y,"huuda, Huuda, huutako, Huutakaa, huutakaa","φωνάζεις, φωνάξτε, φωνάζετε, φωνάζουμε, φωνάξουμε",y,"Schrei, schrei, brüllen, anschreien, Schreien","grite, griten, Grita, grites, gritarle","gridare, urlate, fischio, strillare, gridi","criez, toits, crient, cries, crie","歡呼, 喊, 大聲, 大叫, 大喊大叫",y,"叫, ぶ, び, 大声, 叫び声","소리, 질러, shout, 소리치, 지르",y,y,"Bağırma, Bağırmana, bağır, Bağır, bağırma","shout, اصرخ, للصراخ, تصيح, صيحة",y,"आवाज़, खिलाफ़, उठाने, ज़ोर, व्यवस्था"
whisper,"suttogni, suttogás, suttognak, suttognod, suttogást","kuiskata, kuiskaus, kuiskaan, kuiskaa, kuiskailla","ψίθυρος, ψίθυρο, ψιθυρίζουν, ψιθυρίζεις, ψιθυρίσω",y,y,y,y,y,y,y,"囁, ささや, 囁き, 噂, 耳元","속삭이, 속닥, 속삭여, 귓속말, 속삭여야",y,y,"fısıltı, fısıltıyla, fısıldama, fısıldayacağım, fısılda","الهمس, تهمس, همسة, أهمس, يهمسون",y,"तब, तोमैंकिसीकानाफूसीसुना, आइडिया, इनके, डर"
build,y,y,"χτίσω, χτίσουμε, χτίσεις, οικοδομήσουμε, χτίσουν",y,y,"construirlo, construyen, construye, construimos, construir",y,y,y,y,"作, 建て, 造, 構築, 築","만들, 만드, 건설, 짓, 위해서",y,y,"oluşturmak, kurmaya, kurmak, inşa, edeceğiz",y,y,y
like,y,"Kuin, pidän, Pidän, Haluaisin, Näyttää","αρέσουν, μοιάζει, Σαν, τέτοιο, Φαίνεται",y,"gefällt, Sieht, gerne, mag, gern","gustan, igual, gustaría, gusta, Como","piacciono, Vorrei, genere, vorrei, piace","aimes, ressemble, aimerais, genre, Comme","like, 尺, 舧, 像是, 钩",y,"まるで, 好き, 感じ, みたい, 見え","like, 마치, 처럼, 이렇게, 싫","ดูเหมือนว่า, เหมือนกับ, ดูเหมือน, แบบนั้น, แบบ",y,"severim, Tıpkı, hoşuma, gibiydi, isterim","تحب, كهذا, مثلك, أود, أحب","חן, כמוני, אוהבים, כמוך, אוהבת",y
show,y,"esitys, show, ohjelma, Näytän, näytän","δείξε, επίδειξη, δείξουμε, εκπομπή, δείξεις",y,"zeig, zeige, Sendung, Show, zeigt","enseñaré, mostraré, mostrarle, mostrarte, enseñarte",y,"show, émission, spectacle, série, montre",y,"show, biểu_diễn, chương_trình, xuất_hiện, diễn","見せ, ショー, 案内, 番組, 示","보여, 쇼, show, 나타나, 공연",y,"tunjukkan, kutunjukkan, pertunjukan, show, menunjukkannya","Gösteri, gösterebilirim, şovu, gösterebilir, gösteririm","سأريك, اريك, المسلسل, تريني, أريك","ההצגה, המופע, מופע, בתוכנית, להופיע","दिखाने, शो, दिखाना, दिखा, दिखाता"
hang,y,y,"κρεμάσουν, κρεμάσουμε, κρεμάσεις, κρεμάσω, κρεμαστεί",y,y,y,y,"pendre, raccroche, raccrocher, accrocher, traîner","hang, 吊死, 絞, 別掛, 撐",y,"切, 吊る, 頑張, 絞首, 刑","끊, 놀, 기다려, 교수, 어울리","แขวน, วางสาย, ไปเที่ยว, แขวนคอ, อดทน",y,"takılalım, takılırız, asmak, kapatma, dayan","نتسكع, شنق, التسكع, تعليق, تغلق",y,"लटका, रखता, लगाने, लटकाने, फ़ांसी"
weigh,"súlyod, mérlegelni, nyomsz, nyomnak, tonnát",y,"ζυγίζεις, ζυγίζουν, ζυγίζω, ζυγίσουμε, Ζυγίζω",y,y,"pesan, sopesar, pesas, Pesas, opinar",y,y,"多重, 體重, 重, 重量, weigh",y,"体重, 重, 計量, 検討, kg","무게, 몸무게, 나가, 끼어들, 체중",y,y,y,"تزن, وزنك, أزن, طن, وزني",y,"वजन, सेंट, 20, से, डॉलर"
measure,y,y,"μέτρο, μετρήσουμε, μεζούρα, μετρήσουν, μετρήσει",y,y,"medir, medirlo, miden, mide, medida",y,y,y,"đo, biện_pháp, thước_đo, đo_lường, phòng_ngừa","測定, 測, 計, 高貴, 任",y,"วัด, measure, สามารถวัด, เครื่องวัด, ปริมาณ",y,y,y,y,"नंबर, नापने, कमर, लड़के, कैरियर"
swing,y,y,y,y,y,y,y,y,"鞦, 韆, 一首, 歌曲, 搖擺",y,y,y,y,y,y,y,"נדנדה, להניף, הנדנדה, להתנדנד, סווינג",y
shake,y,y,"ταρακουνήσει, κούνημα, κουνάω, σφίξω, ταρακουνήσω",y,y,y,"scuoti, scuotere, frullato, tremare, stringere",y,"握手, 晃動, 奶昔, shake, 搖",y,"握手, ,, シェイク,  it, 振","흔들, 악수, shake, 쉐이크, 밀크",y,y,"salla, shake, çalkala, sıkışalım, Salla","هز, يهز, هزة, نتصافح, مخفوق",y,y
tremble,"reszketek, remegni, reszket, dühtől, megremeg","vapisemaan, vapisevat, vapisee, vapista, tärisemään","τρέμουν, τρέμει, τρέμω, τρέμεις, Τρέμω",y,y,y,y,y,y,y,"震え, 震え上が, 整脈, 震撼, このばら","떨, 밟, 떠, 벌벌벌벌, 꼬드기",y,y,"titriyorum, tir, titremeye, titreten, titriyorsun","ترتعش, أرتعد, أرتجف, ترتعد, ترتجف",y,n
work,"munkába, működni, munkája, dolgoznak, munkáját",y,"δουλέψουμε, δουλέψεις, Δουλεύω, δουλέψω, πετύχει","поработать, сработает, работаешь, работают, работой",y,"funcionará, Trabajo, trabajas, funcione, funcionar","Lavoro, funzionare, funzionato, lavori, lavora",y,"上班, work, 作品, \ue61b, 合作",y,"仕事, 働, 上手, うま, よく","직장, 러, 위해, 같이, 많","ทำงาน, ไม่ได้ผล, ได้ผล, ที่ทำงาน, ทำงานกับ","Kerja, kerja, pekerjaan, berhasil, keras","çalışmaya, yaramaz, çalışma, İşe, İş","تعملين, تنجح, ينجح, اعمل, بالعمل","מהעבודה, עבודת, יעבוד, עבד, בעבודה","काम, मेहनत, कड़ी, करेगा, तलाश"
marry,y,"vaimokseni, naida, vaimoksesi, naisi, avioitua","παντρευτείς, παντρευτώ, παντρέψου, παντρευόμουν, παντρευόταν",y,y,"casarías, casaré, casarás, casaría, casará",y,"épouser, épouserai, épouses, marie, Veux-tu",y,y,"結婚, プロポーズ, 嫁, 金持ち, 相手","결혼, 청혼, marry, 혼인, 줄래",y,y,"evlenir, evlenirim, evleneceğim, evlen, evlenemem","أتزوجك, تتزوجيني, تتزوجني, سأتزوجك, تتزوجها",y,"शादी, मुझसे, उससे, करेगा, करोगी"
pray,"imádkozni, Imádkozom, Imádkozzunk, imádkozom, imádkozz",y,"προσευχηθούμε, προσευχηθώ, προσεύχομαι, Προσεύχομαι, προσευχηθείς",y,y,"rezar, Rezo, orar, reza, Oremos",y,y,y,y,"祈, 祈り, 赦し, 我, 願","기도, 빌, pray, 소서, 성모","ภาวนา, สวด, สวดมนต์, อธิษฐาน, อ้อนวอน",y,"dua, Dua, Aziz, etmeliyiz, Meryem","نصلي, أصلي, تصلي, أدعو, سأصلي",y,"प्रार्थना, करो, गृह, जाती, करते"
win,"Nyertél, Nyerni, Nyertem, nyerhetsz, nyerek","voitat, voitan, voitatte, voitettava, voitit","Κέρδισες, κερδίζω, κερδίσετε, κερδίζουν, κερδίσουν","выиграть, выиграю, выиграешь, выиграем, победим",y,"ganaremos, ganará, ganan, gano, ganamos","vinco, vinci, vincerai, vinciamo, vincono","gagnez, gagnes, gagnent, gagnera, victoire","贏得, 你贏, 墓, 我贏, 贏了",y,"勝, 勝て, 勝ち, 勝利, 優勝","이기, 이길, 이겼, 승리, 우승",y,y,"Kazanmak, kazanırsan, kazanırsam, kazanamazsın, kazanmasına","أفوز, تفوز, سأفوز, أربح, ستفوز","ניצחת, אנצח, תנצח, ננצח, ינצחו",y
lose,"veszítsd, veszítek, veszítesz, veszteni, veszítünk","menetettävää, hävittävää, häviät, häviän, häviämme","χάνουν, χάσουν, χάσετε, χάνουμε, χάνω","проиграешь, проиграю, проиграем, проиграть, потеряем",y,"perderla, perderás, perderlo, perderé, perderemos","perderlo, perderla, perderti, perdero, perderai",y,y,y,"失, 負け, 見失, しま, たら","잃, lose, 놓치, 질, 버리",y,y,"Kaybedecek, kaybedemem, kaybedebilirim, kaybetmeyeceğim, kaybedersen","ستخسر, سأخسر, سنخسر, تخسر, سأفقد","תאבדי, תאבד, נאבד, נפסיד, תפסיד",y
mix,y,y,"μείγμα, μίγμα, ανακατέψεις, ανακατέψω, ανακατεύεις",y,y,"mezcla, mezclar, mezclan, mezclo, mezclas",y,y,y,y,"混ぜ, ミックス, 混ざ, 調合, 物質",y,y,y,"karışım, karışımı, karıştırmam, karıştır, karışıma","مزيج, تخلط, المزيج, خليط, خلط",y,"मिश्रण, गड़बड़ी, माफ़ी, आबादी, स्वतंत्र"
bend,y,y,"λυγίσει, λυγίσω, λυγίσεις, σκύψε, σκύψω",y,y,"doblar, doblegar, curva, dobla, voluntad",y,y,y,"cong, bẻ, cúi, uốn, bend","曲げ, bend or break, "" ones "", me, gonna ","꿇, 구부리, 숙이, 브루클린, 동부","โค้ง, งอ, ยืดหยุ่น, ก้มลง, /~",y,y,"تنحني, ينحني, الإنحناء, انحني, ثني",y,"मोड़, घुटने, पहुंचा, प्रयास, करीब"
feed,"etetni, megetetni, etetnem, etesd, etetem",y,"ταΐσω, ταΐσεις, ταΐσει, ταΐζεις, ταΐσουμε",y,y,y,y,y,"餵, 喂, 飽, 養活, feed","nuôi, ăn, hình_ảnh, dữ_liệu, thức_ăn","餌, エサ, 養, フィード, 映像",y,y,"pakan, feed, diberi, memberinya, beri",y,"إطعام, لإطعام, تطعم, لتغذية, أطعم",y,"फ़ीड, खाना, खिलाने, PEOC, जीवित"
rear,"Hátulról, Hátul, sort, hátulról, elöl","mars, selustaa, selustaan, takaosan, selustan","μετόπισθεν, οπισθοφυλακή, νώτα, πισινό, πισω","задние, тыла, тыл, задней, задняя","hinteren, Nachhut, hintere, Heck, Rückseite","retaguardia, traseras, traseros, posterior, trasera",y,y,"后方, 方, 后門, 后轉, 在後面","hậu_phương, phía, yểm_trợ, đuôi, đằng",y,y,"ด้านหลัง, ก้น, ทางด้านหลัง, ข้างหลัง, กระจกหลัง",y,"arkayı, Arkadaki, Arkaya, Arkadan, arkadaki","الخلفية, الخلفى, المؤخرة, خلفية, المخرج","האחוריים, אחורי, לעורף, במאסף, אחוריים","पीछे, विमानों, सीढ़ी, द्वारा, मुझसे"
roll,"tekercs, tekercset, ablakot, rollt, Rock","noppaa, kääriä, rollia, rokkia, and","ρολό, κυλήσει, εντ, ζάρια, and","рукава, Поехали, рок-н-ролл, рок, глаза",y,y,y,"rouleau, rouler, roule, dés, Rock","卷, 擲, 膠卷, roll, 骰子",y,"転が, ロール, ロックンロール, 点呼, 丸め",y,y,y,"rulo, yuvarlan, zar, Roll, başlayalım",y,y,"रोल, लुढ़कते, जाए, टेडी, लुढ़क"
slide,"csúsztasd, diát, csúszdán, csússz, csúszás","liu, Liu, liukua, u, uta",y,y,y,y,y,y,"滑, 滑動, 幻燈片, ф, 滑過","trượt, slide, đẩy, trôi, bỏ_qua",y,"밀, 미끄럼틀, 내버려, 넘어가, 슬라이드","สไลด์, เลื่อน, หมัด, สไลเดอร์, ถล่ม",y,y,"الشريحة, الإنزلاق, ننزلق, تنزلق, الانزلاق","להחליק, שקופית, השקופית, המגלשה, שקופיות",y
cover,"Fedezékbe, fedezékbe, fedezlek, álca, fedezze","Suojautukaa, Suojaan, peitetarina, kannesta, kannessa","Καλυφθείτε, καλύψω, εξώφυλλο, κάλυμμα, καλύψεις","укрытие, прикрытие, корки, обложке, обложку","Deckung, Tarnung, Cover, decken, vertuschen","cubriré, cubrirlo, cubro, encubrir, cubra","copertina, copro, riparo, copertura, coperto",y,"掩護, 封面, cover, 掩蓋, 掩飾",y,"援護, カバー, 偽装, 表紙, 隠れ","덮, 엄호, 커버, 위장, 가리",y,y,"Siper, siper, kapağına, korurum, örtmek",y,y,y
support,"támogatlak, támogatására, támogassa, támogatjuk, támogatásra",y,"υποστήριξη, υποστήριξή, στήριξη, υποστηρίξουμε, στηρίξω","поддержку, поддержка, жизнеобеспечения, поддерживаю, поддержать",y,y,y,y,y,y,"支援, 支持, サポート, 支え, 維持","지원, 지지, 생명, 유지, 장치","สนับสนุน, การสนับสนุน, ค่าเลี้ยงดู, ให้กำลังใจ, ให้การสนับสนุน",y,y,"دعم, الدعم, دعمك, دعمي, لدعمك",y,"समर्थन, सहायता, रक्षक, Westeros, साधन"
load,"megtölteni, tölts, rakományt, rakomány, terhet",y,"φορτώσουμε, φορτώσω, φορτώσει, φορτίο, βλακείες","нагрузку, загрузить, зарядить, погрузить, груз",y,y,y,y,"減輕, 負載, 剑, 負擔, 上膛",y,"装填, 負荷, heavy load,  up in , the morning","장전, 짐, 싣, 나눠서, 헛소리","โหลด, บรรจุ, ขน, heavy, morning",y,"Yükü, yükle, yükleyin, yükleyip, yüklemek",y,y,y
develop,"kifejleszteni, fejleszteni, fejlődnek, fejlődni, fejlődik",y,"αναπτύξουμε, αναπτύξω, αναπτύξεις, αναπτύσσουν, αναπτύξει",y,y,y,y,y,y,y,"開発, 現像, 繊維, 社, 使用","개발, 발전, 현상, 발달, 포르노","พัฒนา, การพัฒนา, มะเร็ง, อารมณ์, (",y,y,"لتطوير, تطوير, بتطوير, تتطور, نطور",y,"आदतें, विकसित, भोजन, चाहती, करने"
fold,"Bedobom, hajtogatni, Passzolok, nyájba, behajtod",y,"πάσο, διπλώνεις, Πάσο, διπλώσω, διπλώσεις","складывать, сложить, пас, ряды, одежду",y,y,y,y,"疊, 折, 折起, 舼, 礟","gấp, gập, úp, xếp, non","折, たた, 折り重ね, レイズ, 降参","접, fold, 폴드, 딱지, 스페이스","พับ, หมอบ, ต้องดึง, พับผ้า, อ้อมกอด",y,"Pas, katlıyorsun, katla, Yokum, katlayıp","أضعاف, أنسحب, تطوي, أطوي, طي",y,n
shrink,y,y,"ψυχίατρο, ψυχίατρος, τρελογιατρό, ψυχολόγο, ψυχολόγος","психиатр, мозгоправ, психиатра, психиатру, психиатром",y,"psiquiatra, loquero, psicólogo, siquiatra, encoger","strizzacervelli, psichiatra, psicologo, psicologa, analista",y,"心理, 醫生, 精神病, 縮, 精神科","bác_sĩ, tâm_thần, thu, tâm_lý, tâm_lí","精神, 科, 医, 縮, 縮小",y,"จิตแพทย์, ย่อส่วน, หดตัว, หด, จิต",y,"psikiyatrist, psikiyatriste, Psikiyatrist, psikolog, psikiyatr","النفسي, يتقلص, طبيبي, النفساني, نفسياً",y,"हटना, अणुओं, छोटा, काल, अनंत"
spill,"öntsd, bökd, szivárgás, ömlött, vegyi",y,"χύσεις, χύσω, ξεράσει, χύσει, διαρροή","пролить, разлива, химикатов, проливать, выкладывай",y,y,y,y,y,y,"こぼ, 白状, 流出, 流, こぼれ","흘리, 쏟, 유출, 엎지르, spill","หก, รั่วไหล, รั่ว, ที่หก, เลอะ",y,"dökül, dökme, Dökme, Dökül, dökeceksin","التسرب, تسكب, تسرب, أسكب, سكبت",y,"गिर, गिरकरनेके, लिएनहींसावधान, बना, दिया"
release,"elengedi, elengedem, sajtóközleményt, engedjék, szabadlábra","vapauta, vapautan, vapautatte, Vapautan, vapautat","απελευθέρωση, απελευθέρωσή, απελευθερώσεις, απελευθερώσω, απελευθερώσει","освобождение, освободите, освобождении, освобождения, отпустите","Freilassung, freilassen, freizulassen, Entlassung, befreien","liberación, liberarlo, liberen, libere, libera",y,"relâcher, libération, libère, communiqué, libérer",y,y,"解放, 釈放, 開放, 公開, リリース","풀, 석방, 발매, 방출, 발표",y,y,"bırakılmasını, bırakılması, taburcu, Serbest, bırakacak","سراح, الإفراج, الافراج, سراحك, سراحهم","שחרור, שחרורו, השחרור, ולשחרר, אשחרר",y
drain,y,"viemäriin, viemäristä, viemäri, viemärissä, valuttaa","αποχέτευση, στραγγίξει, υπόνομο, σιφόνι, αγωγό","дренаж, коту, водосток, канализацию, слив","Abfluss, Gully, Bach, Wasser, runter",y,"scarico, drenaggio, tombino, prosciugare, scolo","drainer, égout, évacuation, égouts, vider",y,"cống, cạn, tiêu_hao, hút, xả","排水, 管, 溝, 排出, 抜","배액, 관, 배수구, 하수구, 제거","ท่อระบายน้ำ, ท่อ, ระบาย, สูบ, สูบเลือด",y,"gideri, kanalizasyona, boşaltmak, kanalizasyon, lavabo","استنزاف, البالوعة, تصريف, هباء, التصريف","לנקז, לטמיון, הניקוז, ניקוז, לרוקן","निकलने, भर, पानी, बाहर, ज्यादा"
fill,y,y,"γεμίσω, συμπληρώσετε, γεμίσεις, συμπληρώσω, συμπληρώσεις",y,y,y,y,y,"填, 填補, 填滿, 表格, 裝滿","đầy, điền, lấp, trống, đổ","埋め, 満た, 記入, 空白, 穴埋め","채워, 채우, 작성, 채울, 가득","เติม, เติมเต็ม, กรอก, ช่องว่าง, เต็ม",y,y,y,y,y
pour,y,y,"χύσω, σερβίρω, σερβίρεις, βάλε, ρίξουμε","налить, налью, налей, pour, вылить","einschenken, gießen, pour, eingießen, schenk","verter, pour, sírveme, vierte, serviré",y,y,y,y,"注, 注げ, ぐ, レグバ, ぎ","따라, 쏟, 그라, 잉, 잔",y,y,"doldurayım, dökeyim, dökeceğim, dök, dökün","صب, أسكب, تصب, أصب, اسكب",y,y
soak,"áztatni, felszívja, áztatom, áztasd, ázni","liota, likoamaan, Liotan, imeytyä, uittaa","μουλιάσω, μουλιάσεις, μουλιάσει, απορροφήσει, μουλιάσουν","впитать, замочить, отмокнуть, намочить, насладиться",y,y,"mollo, assorbire, ammollo, spugna, alcol",y,y,y,"浸, soak, くすりゆ, herbal, 薬湯","담그, soak, long, 털, 목욕",y,y,"ıslat, ıslatmak, sünger, İyice, suda","تنقع, نقع, منقوع, امتصاص, تمتص",y,"सोख, अमोनिया, नहाने, आया, चला"
leak,y,"vuoto, vuodon, kusella, Vuoto, vuotoa","διαρροή, Διαρροή, διαρρεύσει, κατουρήσω, διέρρευσε","утечка, Утечка, отлить, утечки, утечке","Leck, undichte, durchsickern, pinkeln, undicht","filtración, fuga, gotera, fugas, escape","talpa, trapelare, pisciare, falla, soffiata","fuite, fuites, pisser, taupe, vient",y,y,"漏れ, リーク, 漏洩, 小便, 漏ら",y,y,y,"sızıntı, sızıntısı, Sızıntı, sızıntıyı, sızdıran",y,"דליפה, הדליפה, דליפת, להדליף, ההדלפה",y
drip,"csöpp, csöpög, morfium, csepeg, morfiumot","tip, tippa, plap, Plip, plop","στάζει, ορό, σταγόνα, {, }",y,y,"goteo, gotero, morfina, gotea, gotear","flebo, morfina, tic, gocciolano, gocciola","perfusion, morphine, drip, goutte-à-goutte, goutte","注射, 啡, 簑, 瓊漿, 玉液","truyền, tĩnh_mạch, nhỏ_giọt, Truyền, Morphine",", drip, Drip, , drop, 雨, ドリップ","drop, drip, drippity, 주입, Drip","หยด, ติ๋ง, ปาก, มอร์ฟีน, ดีฉัน",y,"pıt, serumu, Morfin, damlama, Serum","اعصر, المورفين, إنزلي, تقطر, تقطير",y,y
expand,y,y,"επεκτείνουμε, επεκταθούμε, επεκτείνει, επεκτείνω, επεκταθεί","расширить, расширяться, расшириться, горизонты, расширения",y,y,y,y,y,y,"拡大, 広げ, 視野, アユタヤ, 拡張","확장, 넓히, 사업, expand, 팽창","ขยาย, ขยายกิจการ, ขยายตัว, ขอบเขต, ขยายวง",y,"genişletmek, genişletmeliyiz, genişletecek, genişletmeyi, ufkunu",y,y,y
spread,"terjedni, terjedt, terjedését, igét, hamvait",y,"εξαπλωθεί, εξαπλώθηκε, απλωθεί, εξαπλώνεται, φήμες",y,y,"difundir, propagación, extendido, esparcir, extendió",y,"répandre, propagation, propager, répandu, virus",y,"lan, tản, rộng, lan_truyền, truyền_bá","広が, 広げ, 広め, 広ま, 拡散","퍼졌, 퍼져, 전파, 확산, 전이","กระจาย, แพร่กระจาย, แพร่, ลาม, ทั่ว",y,y,"انتشرت, انتشر, لنشر, انتشار, سينتشر",y,"फैल, ♪, प्रसार, बाइबिल, टी"
radiate,n,y,n,"излучать, излучают, излучаешь, дарует, расходятся",y,n,y,n,"\ue5fc, ▇, 窾, 锭, \ue780","tỏa, Bạn, xạ_trị, phát_xạ, căm","波長, ロゴ, あて, 別々, 放射","못생겼, 로부터, 골절, 방서, 협심증","รัศมี, ฉาย, ดวงตะวัน, ฉายรังสี, ผลกระทบ",y,n,"تشع, يشع, تشعين, كالشمس, إشعاع",y,n
infect,"fertőzni, megfertőzi, megfertőzze, megfertőzheti, fertőzzön",y,"μολύνει, μολύνουν, μολύνεις, μολύνουμε, μόλυνε",y,"infiziert, anstecken, anzustecken, Virus, jeden",y,y,"contaminer, infecte, contamine, infecté, virus",y,"lây_nhiễm, lây, bệnh, truyền, nhiễm_bệnh","感染, ワーム, アイツ, 牛, 培養",y,"แพร่เชื้อ, ติดเชื้อ, ครอบงำ, เน\x80เธ\x82เธ, แพร่",y,"enfekte, bulaşabilir, bulaştırmak, bulaştıracak, bulaştırmaya","تصيب, بالعدوى, العدوى, يصيب, لإصابة",y,n
obstruct,"akadályozza, akadályozzon, akadályozni, hátráltatni, akadályozhatja","estettävä, tukkia, toteutumista, matkustajasiltaa, estäminen","παρεμποδίσει, εμποδίζεται, παρεμποδίσω, παρεμποδίσεις, εμποδίζεις","препятствовать, мешайте, выполнению, воспрепятствовать, сувенир",y,"obstruir, obstruye, obstruya, entorpecer, obstaculizar","ostacolare, ostacolarci, intralciare, ostacola, riproduzione",y,y,"cản_trở, 7889, 250, ng, nguyệt_thực","気道, 頸, ふさ, バリケード, 動脈",n,"ขัดขวาง, ขัดขวางกระบวนการยุติธรรม, คำพยากรณ์, การอ้าง, แอบทำ",y,"Engel, Araştırmamı, araştırmama, geçirmen, engelleyen",y,y,n
