sky,ég,taivas,ουρανός,небо,himmel,cielo,cielo,ciel,天空,bầu trời,空,하늘,ท้องฟ้า,langit,gökyüzü,سماء,שָׁמַיִם,आसमान
wind,szelet,tuuli,άνεμος,ветер,wind,viento,vento,vent,風,gió,風,바람,ลม,angin,rüzgâr,ريح,רוּחַ,हवा
snow,havazás,lumi,χιόνι,снег,schnee,nieve,neve,neige,雪,tuyết,雪,눈,หิมะ,salju,kar,الثلج,שֶׁלֶג,हिम
ice,ice,jäätyä,πάγος,лед,eis,hielo,ghiaccio,glace,冰,nước đá,氷,얼음,น้ำแข็ง,es,buz,جليد,קרח,बर्फ
frost,fagy,huurre,παγωνιά,мороз,frost,escarcha,brina,gel,霜,sương giá,霜,서리,น้ำแข็ง,embun beku,don,الصقيع,כְּפוֹר,तुषार
hail,éljen,rae,χαλάζι,град,Hagel,granizo,grandine,grêle,冰雹,mưa đá,雹,우박,ลูกเห็บ,hujan es,dolu taşı,البرد,בָּרָד,जयकार करना
smoke,füst,savu,καπνός,дымка,rauch,humo,fumo,fumée,煙,khói,煙,연기,ควัน,asap,duman,دخان,עָשָׁן,धुँआ
fire,tűz,antaa potkut,φωτιά,пожар,feuer,fuego,fuoco,feu,火,lửa,火,불,ไฟ,api,yangın,نار,אֵשׁ,आग
ash,ash,tuhka,φλαμουριά,пепел,asche,ceniza,cenere,cendre,灰,tro,灰,재,เถ้า,abu,kül,رماد,אֵפֶר,राख
road,közúti,tie,δρόμος,путь,Weg,camino,strada,chemin,路,đường bộ,道,길,ถนน,jalan,yol,طريق,כְּבִישׁ,सड़क
hole,gödör,reikä,τρύπα,дыра,loch,agujero,buco,trou,洞,hố,穴,구멍,รู,lubang,delik,الفجوة,חור,छेद
swamp,mocsár,uroksella,τέλμα,болото,sumpf,pantano,palude,marais,沼澤,đầm lầy,沼地,늪,บึงหนองทำให้ท่วม,rawa,bataklık,مستنقع,לְהַצִיף,मग्न
land,földterületek,maa,γη,земля,land,tierra,sbarcare,atterrir,土地,đất,土地,토지,ที่ดิน,tanah,kara,الأرض,ארץ,जमीन
field,mező,ala,πεδίο,поле,feld,campo,campo,domaine,田野,đồng ruộng,分野,필드,สนาม,bidang,alan,حقل,שדה,फ़ील्ड
mine,enyém,kaivos,δικος μου,мой,mine,mío,mio,exploiter,礦,của tôi,私の,내 거,ของฉัน,milikku,bana ait,مِلكِي,שלי,मेरा
mountain,hegyek,vuori,βουνό,гора,berg,montaña,montagna,montagne,山,núi,山,산,ภูเขา,gunung,dağ,جبل,הַר,पहाड़
volcano,vulkán,tulivuori,ηφαίστειο,вулкан,vulkan,volcán,vulcano,volcan,火山,núi lửa,火山,화산,ภูเขาไฟ,gunung berapi,volkan,بركان,הַר גַעַשׁ,ज्वालामुखी
peak,csúcs,huippu,κορυφή,пик,gipfel,pico,picco,sommet,頂峰,đỉnh cao,ピーク,정점,จุดสูงสุด,puncak,doruğa ulaşmak,قمة,שִׂיא,शिखर
cliff,cliff,kallio,γκρεμός,утес,cliff,acantilado,scogliera,falaise,懸崖,vách đá,崖,낭떠러지,หน้าผา,jurang,uçurum,جرف,צוּק,चट्टान
desert,sivatag,aavikko,έρημος,пустыня,wüste,desierto,deserto,désert,沙漠,sa mạc,荒野,사막,ทะเลทราย,gurun,çöl,صحراء,מִדבָּר,मरुस्थल
glacier,gleccser,jäätikkö,παγετώνας,ледник,gletscher,glaciar,ghiacciaio,glacier,冰川,sông băng,氷河,빙하,ธารน้ำแข็ง,gletser,buzul,الجليدية,קַרחוֹן,हिमानी
coast,tengerpart,rannikko,ακτή,берег,küste,costa,costa,côte,海岸,bờ biển,海岸,해안,ชายฝั่ง,pesisir,sahil,ساحل,חוף,तट
spring,tavasz,lähde,πηγή,источник,Quelle,fuente,fonta,source,泉,suối,泉,샘,น้ำพุ,mata air,kaynak,عَيْن,מעיין,वसन्त
waterfall,vízesés,vesiputous,καταρράκτης,водопад,wasserfall,cascada,cascata,cascade,瀑布,thác nước,滝,폭포,น้ำตก,air terjun,şelale,شلال,מַפַּל מַיִם‎,जलप्रपात
plain,sima,tasanko,πεδιάδα,равнина,Eben,llanura,pianura,plaine,平原,đồng bằng,原,평지,ที่ราบ,dataran,ova,سَهْل,מישור,मैदान
hill,hill,kukkula,λόφος,холм,hügel,cerro,collina,colline,丘,đồi núi,丘,언덕,เนินเขา,bukit,tepe,تل,גִבעָה,हिल
valley,valley,laakso,κοιλάδα,долина,senke,valle,valle,vallée,谷,thung lũng,谷,골짜기,หุบเขา,lembah,vadi,الوادي,עֶמֶק,घाटी
hurricane,hurrikán,hurrikaani,τυφώνας,ураган,hurrikan,huracán,uragano,ouragan,颶風,bão,ハリケーン,허리케인,พายุเฮอร์ริเคน,badai,kasırga,اعصار,הוֹרִיקָן,चक्रवात
tornado,tornádó,tornado,ανεμοστρόβιλος,торнадо,tornado,tornado,tornado,tornade,龍卷風,lốc xoáy,竜巻,폭풍,พายุทอร์นาโด,angin topan,kasırga,إعصار,טוֹרנָדוֹ,बवंडर
tsunami,cunami,tsunami,τσουνάμι,цунами,tsunami,tsunami,tsunami,tsunami,海嘯,tsunami,津波,쓰나미,สึนามิ,tsunami,tsunami,تسونامي,צונאמי,सुनामी
earthquake,földrengés,maanjäristys,σεισμός,землетрясение,erdbeben,terremoto,terremoto,tremblement de terre,地震,động đất,地震,지진,แผ่นดินไหว,gempa bumi,deprem,هزة أرضية,רעידת אדמה,भूकंप
flood,árvíz,tulva,πλημμύρα,наводнение,flut,inundación,alluvione,inondation,洪水,lụt,洪水,홍수,น้ำท่วม,banjir,sel basmak,فيضان,הצפה,बाढ़
landslide,földcsuszamlás,maanvyöry,καθίζηση έδαφους,оползень,erdrutsch,deslizamiento de tierra,frana,glissement de terrain,山崩,trượt lở đất,地滑り,산사태,ถล่ม,tanah longsor,toprak kayması,انهيار أرضي,רוֹב מוֹחֵץ,भूस्खलन
avalanche,lavina,lumivyöry,χιονοστιβάδα,лавина,lawine,avalancha,valanga,avalanche,雪崩,avalanche,雪崩,눈사태,หิมะถล่ม,salju longsor,çığ,انهيار ثلجي,מַפּוֹלֶת שְׁלָגִים,हिमस्खलन
snowstorm,hóvihar,lumimyrsky,χιονοθύελλα,метель,schneesturm,nevada,tempesta di neve,tempête de neige,暴風雪,bão tuyết,吹雪,눈보라,พายุหิมะ,badai salju,kar fırtınası,عاصفة ثلجية,סופת שלגים,बर्फानी तूफ़ान
second,második,sekunti,δευτερόλεπτο,секунду,sekunde,segundo,secondo,seconde,秒,giây,秒,초,วินาที,detik,saniye,ثانية,שנייה,दूसरी
minute,perc,minuutti,λεπτό,минута,minute,minuto,minuto,minute,分鐘,phút,分,분,นาที,menit,dakika,دقيقة,דַקָה,मिनट
hour,óra,tunnin,ώρα,час,stunde,hora,ora,heure,小時,giờ,時間,시간,ชั่วโมง,jam,saat,ساعة,שָׁעָה,घंटा
day,napot,päivä,ημέρα,день,tag,día,giorno,journée,天,ngày,日,요일,วัน,hari,gün,يوم,יְוֹם,दिन
today,ma,tänään,σήμερα,cегодня,heute,hoy,oggi,aujourd'hui,今天,hôm nay,今日,오늘,วันนี้,hari ini,bugün,اليوم,היום,आज
yesterday,tegnap,eilen,εχθές,вчера,gestern,ayer,ieri,hier,昨天,hôm qua,昨日,어제,เมื่อวาน,kemarin,dün,في الامس,אתמול,कल
tomorrow,holnap,huomenna,αύριο,завтра,morgen,mañana,domani,demain,明天,ngày mai,明日,내일,พรุ่งนี้,besok,yarın,الغد,מָחָר,कल
night,éjszaka,yö-,νύχτα,ночь,nacht,noche,notte,nuit,夜晚,đêm,夜,밤,กลางคืน,malam,gece,ليل,לַיְלָה,रात्रि
week,hét,viikko,εβδομάδα,неделя,woche,semana,settimana,la semaine,星期,tuần,週,주,สัปดาห์,pekan,hafta,أسبوع,שָׁבוּעַ,सप्ताह
month,hónapja,kuukausi,μήνας,месяц,monat,mes,mese,mois,月,tháng,月,월,เดือน,bulan,ay,شهر,חוֹדֶשׁ,माह
year,év,vuosi,έτος,год,jahr,año,anno,année,年,năm,年,년도,ปี,tahun,yıl,عام,שָׁנָה,साल
date,időpont,päivämäärä,ημερομηνία,дата,datum,fecha,data,date,日期,ngày,日にち,데이트,วันที่,tanggal,tarih,تاريخ,תַאֲרִיך,तिथि
season,szezon,kausi,εποχή,сезон,jahreszeit,estación,stagione,saison,季節,mùa,シーズン,계절,ฤดูกาล,musim,mevsim,الموسم,עונה,ऋतु
spring,tavasz,kevät,άνοιξη,весна,Frühling,primavera,primavera,printemps,春天,mùa xuân,バネ,봄,ฤดูใบไม้ผลิ,musim semi,bahar,ينبوع,אביב,वसन्त
summer,nyár,kesä,καλοκαίρι,лето,sommer,verano,estate,l'été,夏天,mùa hạ,夏,여름,ฤดูร้อน,musim panas,yaz,الصيف,קַיִץ,गर्मियाँ
autumn,ősszel,syksy,φθινόπωρο,осень,herbst,otoño,autunno,l'automne,秋天,mùa thu,秋,가을,ฤดูใบไม้ร่วง,musim gugur,sonbahar,الخريف,סתָיו,पतझड़
winter,télen,talvi-,χειμώνας,зима,winter,invierno,inverno,hiver,冬天,mùa đông,冬,겨울,ฤดูหนาว,musim dingin,kış,شتاء,חוֹרֶף,शीत
north,északra,pohjoinen,βόρειος,север,norden,norte,nord,nord,北,bắc,北,북쪽,ทิศเหนือ,utara,kuzey,شمال,צָפוֹן,उत्तर
east,kelet,itään,ανατολή,восток,ost,este,est,est,東,phía đông,東,동쪽,ทิศตะวันออก,timur,doğu,الشرق,מזרח,ईस्ट
south,déli,etelä-,νότος,юг,süd,sur,sud,sud,南,miền nam,南,남쪽,ใต้,selatan,güney,جنوب,דָרוֹם,दक्षिण
west,nyugati,länsi-,δυτικά,западный,westen,oeste,ovest,ouest,西,hướng tây,西,서쪽,ตะวันตก,barat,batı,الغرب,מַעֲרָב,वेस्ट
monday,hétfő,maanantai,δευτέρα,понедельник,montag,lunes,lunedi,lundi,周一,thứ hai,月曜日,월요일,วันจันทร์,senin,pazartesi,الاثنين,יוֹם שֵׁנִי,सोमवार
tuesday,kedden,tiistai,τρίτη,вторник,dienstag,martes,martedì,mardi,周二,thứ ba,火曜日,화요일,วันอังคาร,selasa,salı,يوم الثلاثاء,יוֹם שְׁלִישִׁי,मंगलवार
wednesday,szerda,keskiviikko,τετάρτη,среда,mittwoch,miércoles,mercoledì,mercredi,周三,thứ tư,水曜日,수요일,วันพุธ,rabu,çarşamba,الأربعاء,יום רביעי,बुधवार
thursday,csütörtök,torstai,πέμπτη,четверг,donnerstag,jueves,giovedì,jeudi,周四,thứ năm,木曜日,목요일,วันพฤหัสบดี,kamis,perşembe,يوم الخميس,יוֹם חֲמִישִׁי,गुरुवार
friday,pénteken,perjantai,παρασκευή,пятница,freitag,viernes,venerdì,vendredi,周五,thứ sáu,金曜日,금요일,วันศุกร์,jumat,cuma,جمعة,יוֹם שִׁישִׁי,शुक्रवार
saturday,szombat,lauantai,σάββατο,суббота,samstag,sábado,sabato,samedi,周六,thứ bảy,土曜日,토요일,วันเสาร์,sabtu,cumartesi,السبت,יום שבת,शनिवार
sunday,vasárnapi,sunnuntai,κυριακή,воскресенье,sonntag,domingo,domenica,dimanche,周日,chủ nhật,日曜日,일요일,วันอาทิตย์,minggu,pazar,الأحد,יוֹם רִאשׁוֹן,संडे
january,januárban,tammikuu,ιανουάριος,январь,januar,enero,gennaio,janvier,一月,tháng giêng,1月,1월,มกราคม,januari,ocak,يناير,יָנוּאָר,जनवरी
february,február,helmikuu,φεβρουάριος,февраль,februar,febrero,febbraio,février,二月,tháng 2,2月,2월,กุมภาพันธ์,februari,şubat,شهر فبراير,פברואר,फ़रवरी
march,márciusi,maaliskuu,μάρτιος,маршировать,marsch,marzo,marzo,mars,三月,bước đều,行進,3월,มีนาคม,berbaris,mart,يمشي,מרץ,कूच
april,áprilisban,huhtikuu,απρίλιος,апреля,april,abril,aprile,avril,四月,tháng tư,4月,4월,เมษายน,april,nisan,أبريل,אַפּרִיל,अप्रैल
may,májusban,saattaa,ενδέχεται,может,dürfen,puede,maggio,peut,五月,có thể,5月,5월,พฤษภาคม,boleh,mayıs,قد,מאי,may
june,júniusban,kesäkuu,ιούνιος,июнь,juni,junio,giugno,juin,六月,tháng sáu,六月,6월,มิถุนายน,juni,haziran,يونيه,יוני,जून
july,július,heinäkuu,ιούλιος,июль,juli,julio,luglio,juillet,七月,tháng bảy,7月,칠월,กรกฎาคม,juli,temmuz,يوليو,יולי,जुलाई
august,augusztus,elokuu,αύγουστος,август,august,agosto,agosto,août,八月,tháng tám,8月,팔월,สิงหาคม,agustus,ağustos,أغسطس,אוגוסט,अगस्त
september,szeptemberi,syyskuu,σεπτέμβριος,сентябрь,september,septiembre,settembre,septembre,九月,tháng 9,9月,구월,กันยายน,september,eylül,سبتمبر,סֶפּטֶמבֶּר,सितंबर
october,október,lokakuu,οκτώβριος,октябрь,oktober,octubre,ottobre,octobre,十月,tháng mười,10月,십월,ตุลาคม,oktober,ekim,اكتوبر,אוֹקְטוֹבֶּר,अक्तूबर
november,novemberben,marraskuu,νοέμβριος,ноябрь,november,noviembre,novembre,novembre,十一月,tháng mười một,11月,십일월,พฤศจิกายน,november,kasım,شهر نوفمبر,נוֹבֶמבֶּר,नवम्बर
december,decemberben,joulukuu,δεκέμβριος,декабрь,dezember,diciembre,dicembre,décembre,十二月,tháng 12,12月,12 월,ธันวาคม,desember,aralık,ديسمبر,דֵצֶמבֶּר,दिसम्बर
light,fényt,valaistus,φως,свет,hell,ligero,leggero,lumière,光,ánh sáng,ライト,빛,แสงสว่าง,cahaya,ışık,نور,אוֹר,लाइट
flash,villám,salama,λάμψη,вспышка,blitz,flash,veloce,éclair,閃光,ánh sáng lòe ra,閃光,플래시,แฟลช,kilatan,flaş,فلاش,הֶבזֵק,फ्लैश
shadow,árnyék,varjo,σκιά,тень,schatten,sombra,ombra,ombre,陰影,bóng tối,影の多い,그림자,เงา,bayangan,gölge,ظل,צֵל,छाया
mirror,tükör,peili,καθρέφτης,зеркало,spiegel,espejo,specchio,miroiter,鏡子,gương,鏡,거울,กระจก,cermin,ayna,مرآة,מַרְאָה,दर्पण
sound,hangot,ääni,ήχος,звук,klang,sonido,suono,du son,聲音,âm thanh,音,소리,เสียง,suara,ses,يبدو,נשמע,ध्वनि
voice,hang,ääni,φωνή,голос,stimme,voz,voce,voix,語音,tiếng nói,声,목소리,เสียง,suara,ses,صوت بشري,קוֹל,आवाज़
material,anyaga,materiaali,υλικό,материал,material,material,materiale,matériel,材料,vật liệu,素材,재료,วัสดุ,bahan,malzeme,مواد,חוֹמֶר,सामग्री
glass,pohár,lasi-,ποτήρι,стекло,glas,vidrio,bicchiere,un verre,玻璃,cốc thủy tinh,ガラス,유리,กระจก,kaca,bardak,زجاج,זכוכית,कांच
metal,fém,metalli-,μέταλλο,металл,metall,metal,metallo,métal,金屬,kim khí,金属,금속,โลหะ,logam,metal,فلز,מַתֶכֶת,मेटल
rust,rozsda,ruoste,σκουριά,ржавчина,rost,óxido,ruggine,rouiller,銹,rỉ sét,さび,녹,สนิม,karat,pas,الصدأ,חֲלוּדָה,चढ़
plastic,műanyag,muovi-,πλαστική ύλη,пластик,plastik,el plastico,plastica,plastique,塑料,nhựa,プラスチック,플라스틱,พลาสติก,plastik,plastik,بلاستيك,פלסטי,प्लास्टिक
wood,fát,puu,ξύλο,древесина,holz,madera,di legno,bois,木頭,gỗ,木材,목재,ไม้,kayu,odun,خشب,עץ,लकडी
rubber,gumi,kumi,καουτσούκ,резина,gummi,caucho,gomma da cancellare,caoutchouc,橡膠,cao su,ゴム,고무,ยาง,karet,silgi,ممحاة,גוּמִי,रबर
wax,viasz,vaha,κερί,восковой,wachs,cera,cera,la cire,蠟,sáp,ワックス,밀랍,ขี้ผึ้ง,lilin,balmumu,الشمع,דוֹנַג,मोम
clay,clay,savi,πηλός,глина,ton,arcilla,argilla,argile,黏土,đất sét,粘土,점토,ดินเหนียว,tanah liat,kil,فخار,חֶרֶס,मिट्टी
ceramic,kerámia,keraaminen,κεραμικός,керамика,keramik,cerámico,ceramica,céramique,陶瓷,gốm sứ,セラミック,세라믹,เซรามิก,keramik,seramik,سيراميك,קֵרָמִי,सिरेमिक
gold,arany,kulta-,χρυσός,золото,gold,oro,oro,or,金,vàng,金,금,ทอง,emas,altın,ذهب,זהב,सुनहरा
silver,ezüst,hopea,ασήμι,серебряный,silber-,plata,argento,argent,銀,bạc,銀,은,เงิน,perak,gümüş rengi,فضة,כסף,चांदी
copper,réz,kupari-,χαλκός,медь,kupfer,cobre,rame,cuivre,銅,đồng,銅,구리,ทองแดง,tembaga,bakır,نحاس,נְחוֹשֶׁת,तांबे
diamond,diamond,timantti-,διαμάντι,бриллиант,diamant,diamante,diamante,diamant,鉆石,kim cương,ダイヤモンド,다이아몬드,เพชร,berlian,elmas,الماس,יהלום,डायमंड
treasure,kincsem,aarre,θησαυρός,сокровище,schatz,tesoro,tesoro,trésor,寶藏,kho báu,宝物,보물,สมบัติ,harta karun,hazine,كنز,אוֹצָר,खजाना
jewel,jewel,jalokivi,πετράδι,самоцвет,Edelstein,gema,gemma,gemme,寶石,đá quý,宝石,보석,พลอย,permata,mücevher,جوهر,אבן חן,गहना
silk,selyem,silkki,μετάξι,шелк,die seide,seda,seta,soie,絲綢,lụa,シルク,실크,ผ้าไหม,sutra,ipek,الحرير,משי,रेशा
cotton,pamut,puuvilla,βαμβάκι,хлопок,baumwolle,algodón,cotone,coton,棉布,bông,コットン,면,ฝ้าย,kapas,pamuk,القطن,כותנה,कपास
linen,ágynemű,liinavaatteet,λευκα ειδη,белье,leinen-,lino,biancheria,lin,亞麻布,lanh,リネン,리넨,ผ้าลินิน,linen,keten,الكتان,מצעים,लिनेन
wool,gyapjú,villa-,μαλλί,шерсть,wolle,lana,lana vergine,la laine,羊毛,len,ウール,양모,ขนสัตว์,wol,yün,صوف,צֶמֶר,ऊन
velvet,bársony,sametti,βελούδο,бархат,samt,terciopelo,velluto,velours,天鵝絨,nhung,ベルベット,벨벳,กำมะหยี่,beludru,kadife,مخمل,קְטִיפָה,मखमल
cloth,szövet,kangas,πανί,ткани,stoff,paño,stoffa,tissu,布,vải,布,옷감,ผ้า,kain,bez,قماش,בַּד,कपड़ा
clothes,ruhát,vaatteet,ρούχα,одежда,kleider,ropa,abiti,vêtements,衣服,quần áo,服,옷,เสื้อผ้า,pakaian,kıyafetler,ملابس,בגדים,कपडे
power,hatalom,voima,εξουσία,мощность,energie,poder,potenza,puissance,力量,sức mạnh,パワー,힘,พลัง,kekuasaan,güç,قوة,כּוֹחַ,शक्ति
war,háború,sota,πόλεμος,война,krieg,guerra,la guerra,guerre,戰爭,chiến tranh,戦争,전쟁,สงคราม,perang,savaş,حرب,מִלחָמָה,युद्ध
peace,béke,rauha,ειρήνη,мир,frieden,paz,pace,paix,和平,hòa bình,平和,평화,ความสงบ,perdamaian,barış,سلام,שָׁלוֹם,सलाम
weapon,fegyvert,ase,όπλο,оружие,waffe,arma,arma,arme,武器,vũ khí,武器,무기,อาวุธ,senjata,silah,سلاح,נֶשֶׁק,हथियार
arrow,nyíl,nuoli,βέλος,стрелка,pfeil,flecha,freccia,la flèche,箭,mũi tên,矢印,화살,ลูกศร,anak panah,ok,سهم,חֵץ,तीर
bow,íj,keula-,τόξο,поклон,bogen,arco,arco,arc,弓,cây cung,弓,절하다,คันธนู,busur,yay,ينحني,קשת,धनुष
spear,lándzsa,keihäs,δόρυ,копье,speer,lanza,lancia,lance,矛,thương,槍,창,หอก,tombak,mızrak,رمح,חנית,भाला
sword,kard,miekka,σπαθί,меч,schwert,espada,spada,épée,劍,thanh kiếm,剣,검,ดาบ,pedang,kılıç,سيف,חֶרֶב,तलवार
axe,fejsze,kirves,τσεκούρι,топор,axt,hacha,ascia,hache,斧頭,cây rìu,斧,도끼,ขวาน,kapak,balta,فأس,גַרזֶן,कुल्हाड़ी
saw,fűrész,näin,είδε,пила,gesehen,sierra,sega,scie,鋸,cái cưa,見た,봤다,เลื่อย,gergaji,testere,رأى,ראה,देखी
hook,horgot,koukku,άγκιστρο,крюк,haken,gancho,gancio,crochet,鉤,cái móc,針,훅,ตะขอ,kait,kanca,صنارة صيد,וו,आँकड़ा
shackle,bilincs,kahlata,δεσμεύω,кандалы,schäkel,encadenar,grillo,manille,鐐銬,xu phạm,シャックル,걸쇠,กุญแจมือ,belenggu,zincir,قيد,לִכבּוֹל,बेड़ी
rope,kötél,köysi,σκοινί,веревка,seil,cuerda,corda,corde,繩索,dây,縄,로프,เชือก,tali,i̇p,حبل,חֶבֶל,रस्सी
chain,lánc,ketju,αλυσίδα,цепь,kette,cadena,catena,chaîne,鏈,chuỗi,鎖,체인,โซ่,rantai,zincir,سلسلة,שַׁרשֶׁרֶת,कड़ी
whip,ostor,ruoska,μαστίγιο,хлыст,peitsche,látigo,frusta,fouet,鞭子,roi da,ホイップ,채찍,แส้,cambuk,kırbaçlamak,سوط,שׁוֹט,चाबुक
slingshot,csúzli,ritsa,διχαλωτή σφενδόνη,рогатка,schleuder,honda,fionda,lance-pierres,彈弓,slingshot,スリングショット,고무총,หนังสติ๊ก,katapel,sapan,مقلاع,קֶלַע,गुलेल
hammer,kalapács,vasara,σφυρί,молоток,hammer,martillo,martello,marteau,錘子,cây búa,ハンマー,망치,ค้อน,palu,çekiç,شاكوش,פטיש,हथौड़ा
rake,gereblye,hauta,τσουγκράνα,грабли,rechen,rastrillo,rastrello,râteau,耙,cào,レーキ,갈퀴,คราด,penggaruk,tırmık,مجرفة,לִגרוֹף,जेली
trap,csapda,ansa,παγίδα,ловушка,fangen,trampa,trappola,piège,陷阱,bẩy,罠,덫,กับดัก,perangkap,tuzak,فخ,מַלכּוֹדֶת,फंदा
shield,shield,kilpi,ασπίδα,щит,schild,blindaje,scudo,protéger,盾,cái khiên,シールド,방패,โล่,tameng,kalkan,درع,מָגֵן,शील्ड
gun,pisztoly,ase,όπλο,пистолет,pistole,pistola,pistola,arme à feu,槍,súng,銃,총,ปืน,senjata,silah,بندقية,אֶקְדָח,गन
bomb,bomba,pommi,βόμβα,бомбить,bombe,bomba,bomba,bombe,炸彈,bom,爆弾,폭탄,ระเบิด,bom,bomba,قنبلة,פְּצָצָה,बमबारी
grenade,gránát,kranaatti,χειροβομβίδα,граната,granate,granada,bomba a mano,grenade,手榴彈,lựu đạn,手ren弾,수류탄,ระเบิดมือ,granat,el bombası,قنبلة يدوية,רימון,ग्रेनेड
scales,mérleg,skaalat,ζυγός,весы,waage,escamas,bilancia,balance,秤,quy mô,スケール,저울,เครื่องชั่ง,timbangan,ölçek,مقاييس,מאזניים,तराजू
cage,ketrec,häkki,κλουβί,клетка,käfig,jaula,gabbia,cage,籠,lồng,ケージ,새장,กรง,kurungan,kafes,قفص,כְּלוּב,पिंजरा
barrel,hordó,tynnyri,βαρέλι,ствол,fass,barril,barile,baril,桶,thùng,たる,통,ถัง,barel,varil,برميل,חָבִית,बैरल
bucket,vödör,ämpäri,κάδος,ведро,eimer,balde,secchio,seau,桶,gầu múc,バケツ,버킷,ถัง,keranjang,kova,دلو,דְלִי,बाल्टी
hoe,kapa,kuokka,σκαπάνη,мотыга,hacke,azada,zappa,houe,鋤,cuốc,鍬,괭이,จอบ,cangkul,çapa,مجرفة,מַעדֵר,कुदाल
shovel,lapát,lapio,φτυάρι,лопата,schaufel,pala,pala,pelle,鏟,xẻng,シャベル,삽,พลั่ว,sekop,kürek,مجرفة,את חפירה,फावड़ा
sickle,sarló,sirppi,δρεπάνι,серп,sichel,hoz,falce,faucille,鐮刀,liềm,鎌,낫,เคียว,sabit,orak,المنجل,מַגָל,सिकल
bellows,bellows,palkeet,φυσερό,сильфовать,balg,fuelle,soffietto,soufflet,風箱,bellows,ベローズ,풀무,เครื่องสูบลม,puputan,körük,منفاخ,מַפּוּחַ,पर्दों
mill,malom,höyrystää,μύλος,мельница,mühle,molino,mulino,moulin,磨,cối xay,工場,밀,โรงสี,pabrik,değirmen,مطحنة,טחנה,मिल
pestle,mozsártörő,survin,γουδοχέρι,пестил,stößel,majadero,pestello,pilon,杵,chày,乳棒,유봉,สาก,alu,havaneli,مدقة,בּוּכנָה,मूसल
mortar,aknavető,laasti,γουδί,раствор,granatwerfer,mortero,mortaio,mortier,臼,vữa,モルタル,박격포,ปูน,mortir,harç,مونة الاسمنت,מרגמה,गारा
dustpan,szemétlapát,rikkalapio,σκόνη,пыль,schaufel,recogedor,paletta,pelle à poussière,簸箕,vũi bụi,ほこり,더스트 스팬,โพรง,dustpan,faraş,مجرود,יָעֶה,डस्टपैन
pivot,lendület,kääntää,άξονας περιστροφής,вращаться,drehzahl,pivote,perno,pivot,樞軸,trục,ピボット,피벗,หมุน,poros,eksen,المحور,צִיר,धुरी
spindle,orsó,kara,άτρακτος,шпиндель,spindel,huso,mandrino,broche,紡錘,con quay,スピンドル,축,แกนหมุน,poros,iş mili,مغزل,נול,धुरा
shuttle,komp,sukkula,σαΐτα,шаттл,pendeln,lanzadera,navetta,navette,梭子,xe đưa đón,シャトル,우주선,รถรับส่ง,pesawat ulang -alik,servis aracı,خدمة النقل,מעבורת,शटल
fiber,rost,kuitu,ίνα,волокно,faser,fibra,fibra,fibre,纖維,chất xơ,ファイバ,섬유,เส้นใย,serat,lif,الأساسية,סִיב,रेशा
yarn,fonal,lanka,νήμα,пряжа,garn,hilo,filato,fil,紗,sợi,糸,실,เส้นด้าย,benang,iplik,غزل,חוּט,धागे
warp,görbületi,loimi,στημόνι,основа,Kettfaden,urdimbre,ordito,chaîne,經紗,sợi dọc,たて糸,날실,วิปริต,lungsin,çözgü,اللحمة,שתי,रैप
weft,vetélkedő,kude,υφάδι,уток,Einschlagfaden,trama,trama,trame,緯紗,sợi ngang,よこ糸,씨실,ผ้า,pakan,atkı,السداة,עֵרֶב,कपड़ा
loom,szövőszék,kangaspuut,αργαλειός,ткацкий станок,webstuhl,telar,telaio,métier à tisser,織機,hiện ra dệt,織機,직조기,เครื่องทอผ้า,mesin tenun,tezgâh,منسج,נוֹל,करघा
name,név,nimi,όνομα,название,name,nombre,nome,nom,名稱,tên,名前,이름,ชื่อ,nama,isim,اسم,שֵׁם,नाम
home,haza,koti,σπίτι,дом,heimat,casa,casa,domicile,家,trang chủ,家,집,บ้าน,rumah,ev,الصفحة الرئيسية,בית,घर
house,házon,talo,σπίτι,дом,haus,casa,casa,maison,屋,nhà ở,家,집,บ้าน,rumah,ev,بيت,בַּיִת,हाउस
room,szoba,huone,δωμάτιο,комната,zimmer,habitación,camera,salle,房間,phòng,部屋,방,ห้อง,kamar,oda,مجال,חֶדֶר,रूम
wall,fal,seinä,τείχος,стена,mauer,pared,parete,mur,墻,tường,壁,벽,กำแพง,dinding,duvar,حائط,קִיר,वॉल
floor,padló,lattia,πάτωμα,этаж,boden,piso,pavimento,étage,地板,tầng lầu,床,바닥,พื้น,lantai,zemin,أرضية,קוֹמָה,मंजिल
ceiling,plafon,katto,οροφή,потолок,decke,techo,soffitto,plafond,天花板,trần nhà,天井,천장,เพดาน,langit-langit,tavan,السقف,תִקרָה,छत
window,ablakon,ikkuna,παράθυρο,окно,fenster,ventana,finestra,la fenêtre,窗戶,cửa sổ,窓,창문,หน้าต่าง,jendela,pencere,نافذة او شباك,חַלוֹן,खिड़की
curtain,függöny,verho,κουρτίνα,занавес,vorhang,cortina,tenda,rideau,窗簾,bức màn,カーテン,커튼,ม่าน,tirai,perde,ستارة,וִילוֹן,पर्दा
roof,tetőn,katto,στέγη,крыша,dach,techo,tetto,toit,屋頂,mái nhà,屋根,지붕,หลังคา,atap,çatı,سقف,גג,छत
