concept_id,english,language,ours,verdict,suggested,confidence,note
1599,stage,Swa,hatua,wrong_sense,jukwaa,med,means step phase
1599,stage,Hin,स्टेज,untranslated,मंच,med,English transliteration
1600,audience,Tur,kitle,wrong_sense,seyirci,low,means mass crowd
1601,character,Fin,merkki,wrong_sense,hahmo,med,means sign letter
1601,character,Ita,carattere,wrong_sense,personaggio,med,means letter personality
1601,character,Swa,tabia,wrong_sense,mhusika,med,means behavior nature
1601,character,Hin,अक्षर,wrong_sense,पात्र,med,means letter script
1602,play,Hun,játssz,wrong_pos,színdarab,high,imperative verb play
1602,play,Fin,pelata,wrong_pos,näytelmä,high,verb to play a game
1602,play,Gre,παίζω,wrong_pos,θεατρικό έργο,high,verb I play
1602,play,Rus,играть в,wrong_pos,пьеса,high,verb to play a game
1602,play,Ger,abspielen,wrong_pos,Theaterstück,high,verb to play back media
1602,play,Spa,tocar,wrong_pos,obra de teatro,high,verb to play touch
1602,play,Ita,giocare a,wrong_pos,opera teatrale,high,verb to play a game
1602,play,Wel,chwarae,wrong_pos,drama,low,verb to play
1602,play,Vie,chơi,wrong_pos,vở kịch,high,verb to play
1602,play,Jap,演奏する,wrong_pos,戯曲,high,verb to perform music
1602,play,Kor,놀다,wrong_pos,희곡,high,verb to play have fun
1602,play,Tha,เล่น,wrong_pos,บทละคร,med,verb to play
1602,play,Ind,bermain,wrong_pos,sandiwara,high,verb to play
1602,play,Tur,oyna,wrong_pos,oyun,med,imperative verb play
1602,play,Ara,لعب,wrong_sense,مسرحية,high,means to play playing
1602,play,Heb,לְשַׂחֵק,wrong_pos,מחזה,high,verb to act play
1602,play,Swa,cheza,wrong_pos,tamthilia,med,verb play
1602,play,Hin,खेल,wrong_sense,नाटक,high,means game sport
1603,script,Gre,γραφή,wrong_sense,σενάριο,med,means writing handwriting
1603,script,Vie,script,untranslated,kịch bản,med,English left as-is
1603,script,Ara,النصي,wrong_pos,نص,med,adjective textual
1603,script,Swa,maandishi,wrong_sense,mswada,low,means writings text
1603,script,Hin,स्क्रिप्ट,untranslated,पटकथा,low,English transliteration
1603,script,Tha,สคริปต์,untranslated,บทภาพยนตร์,low,English script borrowing
1605,temple,Hun,temple,untranslated,templom,high,English left as-is
1607,court,Hun,számvevőszék,wrong_sense,bíróság,high,means Court of Audit
1607,court,Rus,корт,wrong_sense,суд,high,means tennis court
1608,prison,Hin,थाना,wrong_sense,जेल,high,means police station
1610,murder,Fin,murhata,wrong_pos,murha,med,verb to murder
1611,port,Ita,porta,wrong_sense,porto,high,means door
1611,port,Fin,portti,wrong_sense,satama,high,means gate
1614,king,Hun,kinga,garbage,király,high,a female given name
1614,king,Fin,rakennus,wrong_sense,kuningas,high,means building
1614,king,Hin,किंग,untranslated,राजा,med,English transliteration
1614,king,Jap,キング,untranslated,王,low,English katakana
1616,prince,Hun,prince,untranslated,herceg,high,English left as-is
1616,prince,Swa,prince,untranslated,mwana wa mfalme,low,English left as-is
1617,princess,Swa,princess,untranslated,binti mfalme,low,English left as-is
1622,doctor,Fin,uhri,wrong_sense,lääkäri,high,means victim
1622,doctor,Kor,박사님,wrong_sense,의사,high,means PhD honorific
1622,doctor,Heb,דוֹקטוֹר,wrong_sense,רופא,low,title not physician
1623,architect,Hin,वास्तु,wrong_sense,वास्तुकार,med,means architecture not person
1623,architect,Swa,mbunifu,wrong_sense,mbunifu majengo,low,means designer
1624,manager,Ara,إدارة,wrong_sense,مدير,high,means administration abstract
1627,judge,Rus,судить,wrong_pos,судья,high,verb to judge
1627,judge,Heb,לִשְׁפּוֹט,wrong_pos,שופט,high,verb to judge
1627,judge,Wel,barnest,wrong_pos,barnwr,low,verb-ish form
1628,lawyer,Jap,法律家,wrong_sense,弁護士,low,means jurist legal scholar
1630,teacher,Hin,टीचर,untranslated,शिक्षक,low,English transliteration
1631,professor,Ara,دكتور جامعى,phrase,أستاذ,low,university doctor descriptive
1632,programmer,Kor,프로그램 제작자,phrase,프로그래머,low,program maker descriptive
1632,programmer,Swa,programu,wrong_sense,mwandishi wa programu,med,means program the thing
1637,prosecutor,Kor,수행자,wrong_sense,검사,high,means performer practitioner
1638,intern,Gre,κρατώ,wrong_sense,ασκούμενος,high,verb I hold detain
1638,intern,Ger,praktikum,wrong_sense,Praktikant,med,means internship not person
1638,intern,Wel,manteisiol,wrong_sense,,low,adjective advantageous
1638,intern,Swa,intern,untranslated,mwanafunzi kwa vitendo,low,English left as-is
1639,librarian,Swa,maktaba,wrong_sense,mkutubi,med,means library
1639,librarian,Hin,लाइब्रेरियन,untranslated,ग्रंथपाल,low,English transliteration
1641,farmer,Hun,farmer,wrong_sense,gazdálkodó,low,also means jeans
1641,farmer,Kor,농장주,wrong_sense,농부,low,means farm owner
1641,farmer,Vie,nông phu,likely_wrong,nông dân,low,archaic term
1644,butcher,Gre,σφάζω,wrong_pos,χασάπης,high,verb I slaughter
1644,butcher,Kor,푸줏간,wrong_sense,정육점 주인,med,means butcher shop
1647,electrician,Kor,전공,wrong_sense,전기 기사,med,mainly means academic major
1647,electrician,Swa,umeme,wrong_sense,fundi umeme,med,means electricity
1647,electrician,Hin,इलेक्ट्रीशियन,untranslated,बिजली मिस्त्री,low,English transliteration
1648,plumber,Swa,fundi,wrong_sense,fundi bomba,low,means generic craftsman
1648,plumber,Hin,प्लम्बर,untranslated,नलसाज़,low,English transliteration
1649,mechanic,Fin,mekaaninen,wrong_pos,mekaanikko,high,adjective mechanical
1649,mechanic,Vie,công nhân cơ khí,wrong_sense,thợ máy,low,means machinist
1649,mechanic,Swa,mechanic,untranslated,mekanika,low,English left as-is
