concept_id,column,old,new,source
120,Hebrew,לשים לב,לָשִׂים לֵב,vocalize
121,Arabic,تتجاهل,تَتَجاهَل,vocalize
121,Hebrew,להתעלם,לְהִתְעַלֵּם,vocalize
122,Arabic,لإضافة,لَأَضافَه,vocalize
122,Hebrew,להוסיף,לְהוֹסִיף,vocalize
126,Arabic,نهض,نَهَضَ,vocalize
126,Hebrew,עלה,עָלֶה,vocalize
127,Arabic,وقع,وَقَعَ,vocalize
127,Hebrew,נפל,נָפַל,vocalize
129,Arabic,مر,مُرّ,vocalize
129,Hebrew,עבר,עָבָר,vocalize
130,Arabic,غنى,غَنَّى,vocalize
130,Hebrew,שר,שָׁר,vocalize
131,Arabic,رقص,رَقَصَ,vocalize
131,Hebrew,רקד,רָקַד,vocalize
132,Arabic,لعب,لَعْب,vocalize
132,Hebrew,שיחק,שִׂחֵק,vocalize
133,Arabic,طفا,طَفَا,vocalize
133,Hebrew,צף,צָף,vocalize
134,Arabic,دفق,دَفْق,vocalize
134,Hebrew,זרם,זֶרֶם,vocalize
135,Arabic,جمد,جَمَّد,vocalize
135,Hebrew,הקפיא,הִקְפִּיא,vocalize
136,Arabic,ورم,وَرِمَ,vocalize
136,Hebrew,התנפח ,הִתְנַפֵּחַ,vocalize
137,Arabic,نما,نَما,vocalize
137,Hebrew,גדל,גָּדַל,vocalize
138,Arabic,حرق,حَرَقَ,vocalize
138,Hebrew,שרף,שָׂרַף,vocalize
140,Hebrew,לִטְחוֹן,לִטְחֹן,vocalize
141,Arabic,يقلى,يَقْلَى,vocalize
141,Hebrew,לטגן,לְטַגֵּן,vocalize
145,Arabic,ليشوى,لِيَشْوِي,vocalize
145,Hebrew,לצלות,לִצְלוֹת,vocalize
146,Arabic,ليخبز,لِيَخْبِز,vocalize
146,Hebrew,לאפות,לֶאֱפוֹת,vocalize
149,Arabic,لتنفجر,لِتَنْفَجِر,vocalize
149,Hebrew,להתפוצץ,לְהִתְפּוֹצֵץ,vocalize
150,Arabic,حب,حَبَّ,vocalize
150,Hebrew,אהב,אָהַב,vocalize
152,Arabic,أراد,أَرَادَ,vocalize
152,Hebrew,רצה,רָצָה,vocalize
153,Arabic,احتاج,اِحْتَاجَ,vocalize
153,Hebrew,צריך,צָרִיךְ,vocalize
154,Arabic,كره,كَرِهَ,vocalize
154,Hebrew,שנא,שָׂנֵא,vocalize
155,Arabic,خاف,خَافَ,vocalize
155,Hebrew,פחד,פַּחַד,vocalize
157,Arabic,ليتغلغل,لِيَتَغَلْغَل,vocalize
157,Hebrew,לחדור,לַחְדֹּר,vocalize
160,Arabic,ليقاتل,لِيُقاتِل,vocalize
160,Hebrew,להלחם,לְהִלָּחֵם,vocalize
164,Arabic,حمى,حَمَى,vocalize
164,Hebrew,להגן,לְהָגֵן,vocalize
165,Arabic,كَوَّمَ,كَوْم,vocalize
165,Hebrew,לערום,לַעֲרֹם,vocalize
167,Arabic,أدخل,أَدْخَلَ,vocalize
167,Hebrew,להכניס,לְהַכְנִיס,vocalize
170,Arabic,بَلَّغَ,بَلَغَ,vocalize
170,Hebrew,הודיע,הוֹדִיעַ,vocalize
172,Arabic,ليكنس,لِيَكْنُس,vocalize
172,Hebrew,לטאטא,לְטַאֲטֵא,vocalize
175,Arabic,لتسجيل,لَتَسْجِيل,vocalize
175,Hebrew,כדי להקליט,כְּדֵי לְהַקְלִיט,vocalize
182,Arabic,يصرخ,يَصْرُخ,vocalize
182,Hebrew,לצעוק,לִצְעֹק,vocalize
183,Arabic,غرد,غَرَّدَ,vocalize
183,Hebrew,צִיוּץ,צִיּוּץ,vocalize
184,Arabic,صاح,صَاحَ,vocalize
184,Hebrew,קרא,קָרָא,vocalize
189,Arabic,ليعرض,لِيَعْرِض,vocalize
189,Hebrew,להציג,לְהַצִּיג,vocalize
195,Arabic,لترتعش,لِتَرْتَعِش,vocalize
195,Hebrew,לרעוד,לִרְעֹד,vocalize
200,Arabic,لتخسر,لِتَخْسَر,vocalize
200,Hebrew,לאבד,לְאַבֵּד,vocalize
209,Arabic,لتحميل,لَتَحْمِيل,vocalize
209,Hebrew,לטעון,לִטְעֹן,vocalize
211,Arabic,لأضعاف,لَإِضْعاف,vocalize
211,Hebrew,לקפל,לִקְפֹּל,vocalize
213,Arabic,لينسكب,لِيَنْسَكِب,vocalize
213,Hebrew,לשפוך,לִשְׁפֹּךְ,vocalize
217,Arabic,يسكب,يَسْكُب,vocalize
217,Hebrew,לשפוך,לִשְׁפֹּךְ,vocalize
218,Arabic,لتنقع,لِتَنْقَع,vocalize
218,Hebrew,להשרות,לְהַשְׁרוֹת,vocalize
219,Arabic,تسرب,تَسَرَّبَ,vocalize
219,Hebrew,לנזול,לִנְזֹל,vocalize
220,Arabic,لتقطر,لِتَقْطُر,vocalize
220,Hebrew,לטפטף,לְטַפְטֵף,vocalize
222,Arabic,لينشر,لِيَنْشُر,vocalize
222,Hebrew,להפיץ,לְהָפִיץ,vocalize
224,Arabic,لتصيب,لِتُصِيب,vocalize
224,Hebrew,להדביק,לְהַדְבִּיק,vocalize
226,Arabic,لتغرق,لِتَغْرَق,vocalize
226,Hebrew,לשקוע,לִשְׁקֹעַ,vocalize
227,Arabic,لنضيعه,لِنَضِيعه,vocalize
227,Hebrew,לבזבז,לְבַזְבֵּז,vocalize
228,Arabic,لتختفي,لِتَخْتَفَى,vocalize
228,Hebrew,להיעלם,לְהֵעָלֵם,vocalize
229,Arabic,ليتمدد,لِيَتَمَدَّد,vocalize
229,Hebrew,להתמתח,לְהִתְמַתֵּחַ,vocalize
231,Arabic,لتزيين,لَتَزَيَّيْن,vocalize
231,Hebrew,לקשט,לְקַשֵּׁט,vocalize
232,Arabic,يصبغ,يَصْبُغ,vocalize
232,Hebrew,לצבוע,לִצְבֹּעַ,vocalize
233,Arabic,يغلف,يُغَلِّف,vocalize
233,Hebrew,לעטוף,לַעֲטֹף,vocalize
244,Arabic,تنقي,تَنِقِّي,vocalize
244,Hebrew,לסנן,לְסַנֵּן,vocalize
248,Arabic,ليرث,لِيَرِث,vocalize
248,Hebrew,לרשת,לָרֶשֶׁת,vocalize
249,Arabic,يتدرب,يَتَدَرَّب,vocalize
249,Hebrew,לאמן,לְאַמֵּן,vocalize
253,Arabic,ليزحف,لِيَزْحَف,vocalize
253,Hebrew,לזחול,לִזְחֹל,vocalize
255,Arabic,يوظف,يُوَظِّف,vocalize
255,Hebrew,להעסיק,לְהַעֲסִיק,vocalize
261,Arabic,لتصدق,لِتُصَدِّق,vocalize
261,Hebrew,להאמין,לְהַאֲמִין,vocalize
265,Arabic,يستلف,يَسْتَلِف,vocalize
265,Hebrew,ללוות,לְלַוּוֹת,vocalize
266,Arabic,يقرض,يُقْرَض,vocalize
266,Hebrew,להלוות,לְהַלְווֹת,vocalize
268,Arabic,لحذف,لَحَذَف,vocalize
268,Hebrew,למחוק,לִמְחֹק,vocalize
271,Arabic,يناقش,يُناقِش,vocalize
271,Hebrew,לדון,לָדוּן,vocalize
272,Arabic,ليجادل,لِيُجادِل,vocalize
272,Hebrew,להתווכח,לְהִתְוַכֵּחַ,vocalize
275,Arabic,ليزود,لِيُزَوِّد,vocalize
275,Hebrew,לספק,לְסַפֵּק,vocalize
282,Arabic,ليؤثر,لِيُؤَثَّر,vocalize
282,Hebrew,להשפיע,לְהַשְׁפִּיעַ,vocalize
286,Arabic,ليتنبأ,لِيَتَنَبَّآ,vocalize
286,Hebrew,לחזות,לַחֲזוֹת,vocalize
291,Arabic,تحدي,تَحَدِّي,vocalize
291,Hebrew,לאתגר,לְאַתְגֵּר,vocalize
292,Arabic,يعاني,يُعانِي,vocalize
292,Hebrew,לסבול,לִסְבֹּל,vocalize
297,Arabic,يحذر,يُحَذِّر,vocalize
297,Hebrew,להזהיר,לְהַזְהִיר,vocalize
305,Arabic,لقيادة,لِقِيادَة,vocalize
305,Hebrew,לפקוד,לִפְקֹד,vocalize
306,Arabic,ليخدم,لِيَخْدُم,vocalize
306,Hebrew,לשרת,לְשָׁרֵת,vocalize
310,Arabic,للاعتناء ب,اِعْتَنَى بِـ,vocalize
310,Hebrew,כדי לטפל ב,לְטַפֵּל בְּ־,vocalize
316,Arabic,ليأمل,لِيَأْمَل,vocalize
316,Hebrew,לקוות,לְקַוּוֹת,vocalize
319,Arabic,لترشد,لِتُرْشَد,vocalize
319,Hebrew,להדריך,לְהַדְרִיךְ,vocalize
320,Arabic,أخطأ,أَخْطَأَ,vocalize
320,Hebrew,החטיא,הֶחֱטִיא,vocalize
321,Arabic,افتقد,اِفْتَقَدَ,vocalize
321,Hebrew,התגעגע,הִתְגַּעְגֵּעַ,vocalize
326,Arabic,ذكر,ذَكَرَ,vocalize
326,Hebrew,להזכיר,לְהַזְכִּיר,vocalize
330,Arabic,مسطح,مُسَطَّح,vocalize
330,Hebrew,שטוח,שָׁטוּחַ,vocalize
332,Arabic,مائل,مائِل,vocalize
332,Hebrew,משופע,מְשֻׁפָּע,vocalize
333,Arabic,مستقيم,مُسْتَقِيم,vocalize
333,Hebrew,ישר,יָשָׁר,vocalize
334,Arabic,مستدير,مُسْتَدِير,vocalize
334,Hebrew,עגול,עָגֹל,vocalize
336,Arabic,حاد,حَادّ,vocalize
336,Hebrew,חד,חַד,vocalize
337,Arabic,صريح,صَرِيح,vocalize
337,Hebrew,בוטה,קֵהֶה,vocalize
339,Arabic,خشن,خَشِن,vocalize
339,Hebrew,מחוספס,מְחֻסְפָּס,vocalize
340,Arabic,ضيق,ضَيِّق,vocalize
340,Hebrew,צמוד,צָמוּד,vocalize
341,Arabic,فضفاض,فَضْفَاض,vocalize
341,Hebrew,רופף,רוֹפֵף,vocalize
342,Arabic,صارم,صَارِم,vocalize
342,Hebrew,קפדני,קַפְּדָנִי,vocalize
343,Arabic,متساهل,مُتَساهِل,vocalize
343,Hebrew,מקל,מַקֵּל,vocalize
344,Arabic,متناثر,مُتَناثِر,vocalize
344,Hebrew,דליל,דָּלִיל,vocalize
345,Arabic,كثيف,كَثِيف,vocalize
345,Hebrew,צפוף,צָפוּף,vocalize
348,Arabic,ضبابي,ضَبابِيّ,vocalize
348,Hebrew,מטושטש,מְטֻשְׁטָשׁ,vocalize
349,Arabic,خفيف,خَفِيف,vocalize
349,Hebrew,אור,אוֹר,vocalize
350,Arabic,سميك,سَمِيك,vocalize
350,Hebrew,עבה,חָזָק,vocalize
351,Arabic,خفيف,خَفِيف,vocalize
351,Hebrew,אור,אוֹר,vocalize
353,Arabic,كبير,كَبِير,vocalize
353,Hebrew,גדול,גָּדוֹל,vocalize
356,Arabic,قصير,قَصِير,vocalize
356,Hebrew,קצר,קָצָר,vocalize
357,Arabic,واسع,واسِع,vocalize
357,Hebrew,רחב,רָחָב,vocalize
358,Arabic,ضيق,ضَيِّق,vocalize
358,Hebrew,צר,צַר,vocalize
359,Arabic,سميك,سَمِيك,vocalize
359,Hebrew,עבה,עָבֶה,vocalize
360,Arabic,نحيف,نَحِيف,vocalize
360,Hebrew,רזה,רָזֶה,vocalize
361,Arabic,سمين,سَمِين,vocalize
361,Hebrew,שמן,שָׁמֵן,vocalize
362,Arabic,نحيف,نَحِيف,vocalize
362,Hebrew,רזה,רָזֶה,vocalize
363,Arabic,سميك,سَمِيك,vocalize
363,Hebrew,עבה,עָבֶה,vocalize
366,Arabic,قصير,قَصِير,vocalize
366,Hebrew,קצר,קָצָר,vocalize
369,Arabic,عميق,عَمِيق,vocalize
369,Hebrew,עמוק,עָמֹק,vocalize
370,Arabic,ضحل,ضَحِل,vocalize
370,Hebrew,רדוד,רָדוּד,vocalize
371,Arabic,بعيد,بَعِيد,vocalize
371,Hebrew,רחוק,רָחוֹק,vocalize
375,Arabic,جاف,جَافّ,vocalize
375,Hebrew,יבש,יָבֵשׁ,vocalize
377,Arabic,بارد,بَارِد,vocalize
377,Hebrew,קר,קַר,vocalize
380,Arabic,بارد,بَارِد,vocalize
380,Hebrew,מגניב,קָרִיר,vocalize
381,Arabic,عبق,عَبِق,vocalize
381,Hebrew,ריחני,רֵיחָנִי,vocalize
382,Arabic,نتن,نَتِن,vocalize
382,Hebrew,מסריח,מַסְרִיחַ,vocalize
385,Arabic,حامض,حَامِض,vocalize
385,Hebrew,חמוץ,חָמוּץ,vocalize
386,Arabic,مالح,مَالِح,vocalize
386,Hebrew,מלוח,מָלוּחַ,vocalize
387,Arabic,حار,حَارّ,vocalize
387,Hebrew,חריף,חָרִיף,vocalize
388,Arabic,فارغ,فَارِغ,vocalize
388,Hebrew,ריק,רִיק,vocalize
390,Arabic,مكسور,مَكْسُور,vocalize
390,Hebrew,שבור,שָׁבוּר,vocalize
392,Arabic,ميت,مَيِّت,vocalize
392,Hebrew,מת,מֵת,vocalize
393,Arabic,حي,حَيّ,vocalize
393,Hebrew,בחיים,בַּחַיִּים,vocalize
396,Arabic,المشاعر,المَشاعِر,vocalize
399,Arabic,متحمس,مُتَحَمِّس,vocalize
399,Hebrew,נִרגָשׁ,נִרְגָּשׁ,vocalize
400,Arabic,متوتر,مُتَوَتِّر,vocalize
400,Hebrew,עַצבָּנִי,עַצְבָּנִי,vocalize
404,Arabic,غاضب,غَاضِب,vocalize
404,Hebrew,כועס,כּוֹעֵס,vocalize
405,Arabic,غيور,غَيُور,vocalize
405,Hebrew,קַנָאִי,קַנַּאי,vocalize
406,Arabic,فضولي,فُضُولِيّ,vocalize
406,Hebrew,סקרן,סַקְרָן,vocalize
409,Arabic,ممل,مُمِلّ,vocalize
411,Arabic,عادي,عَادِيّ,vocalize
411,Hebrew,רגיל,רָגִיל,vocalize
414,Arabic,مشهور,مَشْهُور,vocalize
414,Hebrew,מפורסם,מְפֻרְסָם,vocalize
416,Arabic,قبيح,قَبِيح,vocalize
416,Hebrew,מכוער,מְכֹעָר,vocalize
417,Arabic,مذنب,مُذَنَّب,vocalize
417,Hebrew,אָשֵׁם,אָשֵׁם,vocalize
419,Arabic,آمن,آمَنَ,vocalize
419,Hebrew,בטוח,בָּטוּחַ,vocalize
421,Arabic,مهم,مُهِمّ,vocalize
422,Arabic,مريض,مَرِيض,vocalize
422,Hebrew,סבלני,סַבְלָנִי,vocalize
423,Arabic,شجاع,شُجَاع,vocalize
423,Hebrew,אַמִיץ,אַמִּיץ,vocalize
425,Arabic,شفاف,شَفَّاف,vocalize
425,Hebrew,שָׁקוּף,שָׁקוּף,vocalize
426,Arabic,إيجابي,إِيجَابِيّ,vocalize
426,Hebrew,חִיוּבִי,חִיּוּבִי,vocalize
427,Arabic,سلبي,سَلْبِيّ,vocalize
427,Hebrew,שלילי,שְׁלִילִי,vocalize
428,Arabic,مستقل,مُسْتَقِل,vocalize
428,Hebrew,עצמאי,עַצְמָאִי,vocalize
432,Arabic,مألوف,مَأْلُوف,vocalize
432,Hebrew,מוּכָּר,מֻכָּר,vocalize
433,Arabic,غريب,غَرِيب,vocalize
434,Arabic,عشوائي,عَشْوَائِيّ,vocalize
434,Hebrew,אַקרַאִי,אַקְרָאִי,vocalize
435,Arabic,مستقر,مُسْتَقِرّ,vocalize
435,Hebrew,יַצִיב,יַצִּיב,vocalize
436,Arabic,ثابت,ثَابِت,vocalize
436,Hebrew,עִקבִי,עִקְבִי,vocalize
437,Arabic,اِعتِباطِيّ,اِعْتِبَاطِيّ,vocalize
437,Hebrew,שרירותי,שְׁרִירוּתִי,vocalize
439,Arabic,تقريبي,تَقْرِيبِيّ,vocalize
439,Hebrew,לְהִתְקַרֵב,מְשׁוֹעָר,vocalize
440,Arabic,دقيق,دَقِيقٌ,vocalize
440,Hebrew,מְדוּיָק,מְדֻיָּק,vocalize
441,Arabic,غريب,غَرِيب,vocalize
441,Hebrew,מוזר,מוּזָר,vocalize
443,Arabic,أعزب,أَعْزَب,vocalize
443,Hebrew,יחיד,יָחִיד,vocalize
451,Arabic,جديد,جَدِيد,vocalize
451,Hebrew,חדש,חָדָשׁ,vocalize
454,Arabic,شاب,شَابّ,vocalize
454,Hebrew,צעיר,צָעִיר,vocalize
456,Arabic,ضعيف,ضَعِيف,vocalize
456,Hebrew,חלש,חַלָּשׁ,vocalize
458,Arabic,صحي,صِحِّيّ,vocalize
458,Hebrew,בריא,בָּרִיא,vocalize
461,Arabic,عدل,عَدَّلَ,vocalize
461,Hebrew,יריד,יָרִיד,vocalize
464,Arabic,بطيء,بَطِيء,vocalize
464,Hebrew,איטי,אִטִּי,vocalize
466,Arabic,متأخر,مُتَأَخِّر,vocalize
466,Hebrew,מאוחר,מְאֻחָר,vocalize
467,Arabic,نظيف,نَظِيف,vocalize
467,Hebrew,נקי,נָקִי,vocalize
468,Arabic,مرتب,مُرَتَّب,vocalize
468,Hebrew,מסודר,מְסֻדָּר,vocalize
469,Arabic,قذر,قَذِر,vocalize
469,Hebrew,מלוכלך,מְלֻכְלָךְ,vocalize
470,Arabic,جديد,جَدِيد,vocalize
470,Hebrew,טרי,טָרִי,vocalize
471,Arabic,فاسد,فَاسِد,vocalize
471,Hebrew,רקוב,רָקוּב,vocalize
472,Arabic,ذكي,ذَكِيّ,vocalize
472,Hebrew,חכם,חָכָם,vocalize
473,Arabic,غبي,غَبِيّ,vocalize
473,Hebrew,טיפש,טִפֵּשׁ,vocalize
475,Arabic,رخيص,رَخِيص,vocalize
475,Hebrew,זול,זוֹל,vocalize
476,Arabic,فقير,فَقِير,vocalize
476,Hebrew,עני,עָנִי,vocalize
477,Arabic,غني,غَنِيّ,vocalize
477,Hebrew,עשיר,עָשִׁיר,vocalize
478,Arabic,مشغول,مَشْغُول,vocalize
478,Hebrew,עמוס,עָמוּס,vocalize
481,Arabic,صاخب,صاخِب,vocalize
481,Hebrew,רועש,רוֹעֵשׁ,vocalize
482,Arabic,هادئ,هَادِئ,vocalize
482,Hebrew,שקט,שֶׁקֶט,vocalize
483,Arabic,صامت,صَامِت,vocalize
483,Hebrew,שותק,שׁוֹתֵק,vocalize
485,Arabic,غبي,غَبِيّ,vocalize
485,Hebrew,מטומטם,מְטֻמְטָם,vocalize
486,Arabic,أعمى,أَعْمَى,vocalize
486,Hebrew,עיוור,עִוֵּר,vocalize
488,Arabic,عطشان,عَطْشَان,vocalize
488,Hebrew,צמא,צָמֵא,vocalize
489,Arabic,متعب,مُتْعَب,vocalize
489,Hebrew,עייף,עָיֵף,vocalize
491,Arabic,مجتهد,مُجْتَهِد,vocalize
491,Hebrew,חרוץ,חָרוּץ,vocalize
492,Arabic,قادر,قَادِر,vocalize
492,Hebrew,יכול,יָכוֹל,vocalize
494,Arabic,إلزامي,إِلْزَامِيّ,vocalize
494,Hebrew,חובה,חוֹבָה,vocalize
496,Arabic,راضي,راضِي,vocalize
496,Hebrew,שבע רצון,שְׂבַע רָצוֹן,vocalize
497,Arabic,الزهد,الزُهْد,vocalize
498,Arabic,متساهل,مُتَساهِل,vocalize
499,Arabic,وحيدا,وَحِيدا,vocalize
500,Arabic,غائب,غَائِب,vocalize
500,Hebrew,נֶעדָר,נֶעְדָּר,vocalize
501,Arabic,حاضر,حَاضِر,vocalize
501,Hebrew,נוכח,נוֹכֵחַ,vocalize
502,Arabic,جمع,جَمَعَ,vocalize
502,Hebrew,פופולרי,פּוֹפּוּלָרִי,vocalize
503,Arabic,مسؤول,مَسْؤُول,vocalize
503,Hebrew,אחראי,אַחְרָאִי,vocalize
504,Arabic,جدي,جَدِّيّ,vocalize
505,Arabic,رَسمِيّ,رَسْمِيّ,vocalize
505,Hebrew,רִשְׁמִי,רִשְׁמִי,vocalize
509,Arabic,معقول,مَعْقُول,vocalize
509,Hebrew,רַצִיוֹנָלִי,רַצְיוֹנָלִי,vocalize
510,Arabic,دائِخ,دَائِخ,vocalize
510,Hebrew,סְחַרחַר,סְחַרְחַר,vocalize
511,Arabic,مجنون,مَجْنُون,vocalize
511,Hebrew,מְטוּרָף,מְטוֹרָף,vocalize
512,Arabic,رصين,رَصِين,vocalize
512,Hebrew,פִּכֵּחַ,פִּכֵּחַ,vocalize
513,Arabic,سكران,سَكْرَان,vocalize
513,Hebrew,שיכור,שִׁכּוֹר,vocalize
514,Arabic,نعسان,نَعْسَان,vocalize
514,Hebrew,מְנוּמנָם,מְנֻמְנָם,vocalize
515,Arabic,جاهز,جَاهِز,vocalize
516,Arabic,محتمل,مُحْتَمَل,vocalize
516,Hebrew,מִסתַבֵּר,מִסְתַּבֵּר,vocalize
517,Arabic,خاص,خَاصّ,vocalize
517,Hebrew,פְּרָטִי,פְּרָטִי,vocalize
518,Arabic,عامة,عَامَّة,vocalize
518,Hebrew,פּוּמְבֵּי,פֻּמְבִּי,vocalize
519,Arabic,أجنبي,أَجْنَبِيّ,vocalize
520,Arabic,محلي,مَحَلِّيّ,vocalize
522,Arabic,مشرق,مَشْرِق,vocalize
522,Hebrew,בהיר,בָּהִיר,vocalize
523,Arabic,مظلم,مُظْلِم,vocalize
523,Hebrew,חשוך,חָשׁוּךְ,vocalize
528,Arabic,أصفر,أَصْفَر,vocalize
528,Hebrew,צהוב,צָהֹב,vocalize
531,Arabic,أرجواني,أُرْجُوَانِيّ,vocalize
531,Hebrew,סגול,סָגֹל,vocalize
534,Arabic,رمادي,رَمَادِيّ,vocalize
534,Hebrew,אפור,אָפוֹר,vocalize
535,Arabic,ذهبي,ذَهَبِي,vocalize
535,Hebrew,זהוב,זָהֹב,vocalize
536,Arabic,فضة,فِضَّة,vocalize
536,Hebrew,כסף,כֶּסֶף,vocalize
537,Arabic,اللون,اللَوْن,vocalize
537,Hebrew,צבע,צֶבַע,vocalize
538,Arabic,أنا,أَنَا,vocalize
538,Hebrew,אני,אֲנִי,vocalize
539,Arabic,أنت,أَنْتَ,vocalize
539,Hebrew,אתה,אַתָּה,vocalize
540,Arabic,هو,هُوَ,vocalize
540,Hebrew,הוא,הוּא,vocalize
541,Arabic,هي,هِيَ,vocalize
541,Hebrew,היא,הִיא,vocalize
543,Arabic,نحن,نَحْنُ,vocalize
544,Arabic,أنت,أَنْتَ,vocalize
544,Hebrew,אתה,אַתָּה,vocalize
545,Arabic,أنهم,هُمْ,vocalize
546,Arabic,هذه,هَٰذِهِ,vocalize
547,Arabic,الذي - التي,الَّذِي / الَّتِي,vocalize
548,Arabic,هنا,هُنَا,vocalize
548,Hebrew,כאן,כָּאן,vocalize
549,Arabic,هناك,هُنَاكَ,vocalize
549,Hebrew,שם,שֵׁם,vocalize
552,Arabic,أين,أَيْن,vocalize
552,Hebrew,איפה,אֵיפֹה,vocalize
553,Arabic,متى,مَتَى,vocalize
553,Hebrew,מתי,מָתַי,vocalize
554,Arabic,كيف,كَيْف,vocalize
555,Arabic,لماذا,لِمَاذَا,vocalize
555,Hebrew,למה,לָמָּה,vocalize
556,Arabic,التي,اَلَّتِي,vocalize
556,Hebrew,איזה,אֵיזֶה,vocalize
558,Arabic,كم الثمن,كَمْ,vocalize
558,Hebrew,כמה,כַּמָּה,vocalize
561,Arabic,عديدة,عَدِيدَة,vocalize
561,Hebrew,רב,רָב,vocalize
562,Arabic,بعض,بَعْض,vocalize
562,Hebrew,כמה,כַּמָּה,vocalize
563,Arabic,قليل,قَلِيل,vocalize
563,Hebrew,מְעַטִים,מְעַטִּים,vocalize
564,Arabic,آخر,آٰخَر,vocalize
565,Arabic,جزء,جُزَء,vocalize
566,Arabic,كل,كُلّ,vocalize
566,Hebrew,כֹּל,כֹּל,vocalize
567,Arabic,أكثر,أَكْثٰر,vocalize
567,Hebrew,יותר,יוֹתֵר,vocalize
568,Arabic,أقل,أَقَل,vocalize
568,Hebrew,פָּחוֹת,פָּחוֹת,vocalize
570,Arabic,الأقل,الأَقَلّ,vocalize
570,Hebrew,הכי פחות,הֲכִי פָּחוֹת,vocalize
571,Arabic,كل,كُلّ,vocalize
571,Hebrew,כל אחד,כָּל אֶחָד,vocalize
572,Arabic,زوج,زَوْج,vocalize
572,Hebrew,זוג,זוּג,vocalize
573,Arabic,نصف,نُصْف,vocalize
573,Hebrew,חֲצִי,חֵצִי,vocalize
574,Arabic,صفر,صَفَرَ,vocalize
575,Arabic,واحد,وَاحِد,vocalize
575,Hebrew,אחד,אֶחָד,vocalize
577,Arabic,ثلاثة,ثَلَاثَة,vocalize
577,Hebrew,שְׁלוֹשָׁה,שְׁלוֹשָׁה,vocalize
578,Arabic,أربعة,أَرْبَعَة,vocalize
578,Hebrew,ארבע,אַרְבַּע,vocalize
579,Arabic,خمسة,خَمْسَة,vocalize
580,Arabic,ستة,سِتَّة,vocalize
580,Hebrew,שֵׁשׁ,שֵׁשׁ,vocalize
581,Arabic,سبعة,سَبْعَة,vocalize
581,Hebrew,שבע,שֶׁבַע,vocalize
582,Arabic,ثمانية,ثَمَانِيَة,vocalize
582,Hebrew,שמונה,שְׁמוֹנֶה,vocalize
583,Arabic,تسع,تِسْع,vocalize
583,Hebrew,תֵשַׁע,תֵּשַׁע,vocalize
584,Arabic,عشرة,عَشَرَة,vocalize
584,Hebrew,עשר,עֶשֶׂר,vocalize
586,Arabic,ألف,أَلْف,vocalize
586,Hebrew,אלף,אֶלֶף,vocalize
587,Arabic,عشرة آلاف,عَشَرَة آلَاف,vocalize
587,Hebrew,עשרת אלפים,עֲשֶׂרֶת אֲלָפִים,vocalize
588,Arabic,مليون,مِلْيُون,vocalize
588,Hebrew,מִילִיוֹן,מִילְיוֹן,vocalize
589,Arabic,مليار,مِلْيَار,vocalize
589,Hebrew,מיליארד,מִילְיַארְד,vocalize
590,Arabic,تريليون,تِرِيلِيُون,vocalize
590,Hebrew,טרִילִיוֹן,טְרִילְיוֹן,vocalize
591,Arabic,أول,أَوَّل,vocalize
591,Hebrew,ראשון,רִאשׁוֹן,vocalize
592,Arabic,الاخير,الأَخِير,vocalize
592,Hebrew,אחרון,אַחֲרוֹן,vocalize
593,Arabic,التالي,التالِي,vocalize
594,Arabic,السابق,السابِق,vocalize
594,Hebrew,קודם,קוֹדֵם,vocalize
595,Arabic,شيء,شَيْء,vocalize
595,Hebrew,דָבָר,דָּבָר,vocalize
596,Arabic,بشري,بَشَرِيّ,vocalize
596,Hebrew,בן אנוש,בֶּן אֱנוֹשׁ,vocalize
597,Arabic,شخص,شَخْص,vocalize
597,Hebrew,אדם,אָדָם,vocalize
599,Arabic,تعداد السكان,تَعْداد السُكّان,vocalize
599,Hebrew,אוּכְלוֹסִיָה,אֻכְלוּסִיָּה,vocalize
600,Arabic,رجل,رِجْل,vocalize
600,Hebrew,איש,אִישׁ,vocalize
601,Arabic,النساء,النِساء,vocalize
601,Hebrew,אִשָׁה,אִשָּׁה,vocalize
602,Arabic,طفل,طِفْل,vocalize
603,Arabic,ولد,وَلَد,vocalize
604,Arabic,بنت,بِنْت,vocalize
604,Hebrew,ילדה,יַלְדָּה,vocalize
605,Arabic,ابن,اِبْن,vocalize
605,Hebrew,בֵּן,בֵּן,vocalize
606,Arabic,بنت,بِنْت,vocalize
606,Hebrew,בַּת,בַּת,vocalize
607,Arabic,زوجة,زَوْجَة,vocalize
607,Hebrew,אשה,אִשָּׁה,vocalize
608,Arabic,الزوج,الزَوْج,vocalize
608,Hebrew,בַּעַל,בַּעַל,vocalize
609,Arabic,أم,أُمّ,vocalize
609,Hebrew,אִמָא,אִמָּא,vocalize
610,Arabic,الآب,الأَب,vocalize
611,Arabic,الأبوين,الأَبَوَيْن,vocalize
611,Hebrew,הוֹרֶה,הוֹרָה,vocalize
612,Arabic,أسرة,أُسْرَة,vocalize
612,Hebrew,מִשׁפָּחָה,מִשְׁפָּחָה,vocalize
613,Arabic,طفل,طِفْل,vocalize
613,Hebrew,תִינוֹק,תִּינוֹק,vocalize
614,Arabic,بالغ,بَالِغ,vocalize
614,Hebrew,מְבוּגָר,מְבֻגָּר,vocalize
615,Arabic,جد,جَدّ,vocalize
615,Hebrew,סָבָּא,סַבָּא,vocalize
616,Arabic,جدة,جَدَّة,vocalize
